Region,Council,Ward,Centre,Reg.No.,Ownership,"COBET-Cohort I, M","COBET-Cohort I, F","COBET-Cohort I, T","COBET-Cohort II, M","COBET-Cohort II, F","COBET-Cohort II, T"
Arusha,Arusha,Ilboru,ILBORU,EM.656,Government,15,12,27,5,9,14
Arusha,Arusha,Ilkiding'a,ILKIDING'A,EM.1171,Government,10,9,19,13,5,18
Arusha,Arusha,Kimnyaki,KIMNYAKI,EM.5788,Government,2,2,4,3,3,6
Arusha,Arusha,Kisongo,KISONGO,EM.735,Government,10,5,15,0,0,0
Arusha,Arusha,Kiutu,SEKEI,EM.992,Government,11,6,17,3,4,7
Arusha,Arusha,Lemanyata,OLKOKOLA,EM.1174,Government,6,7,13,10,4,14
Arusha,Arusha,Mlangarini,MUUNGANO,EM.9230,Government,1,0,1,2,2,4
Arusha,Arusha,Mwandet,IMBIBIA,EM.5787,Government,13,24,37,21,16,37
Arusha,Arusha,Mwandet,MWANDETI,EM.1457,Government,37,15,52,0,0,0
Arusha,Arusha,Oldonyosambu,OLDONYOSAMBU,EM.2600,Government,28,8,36,13,8,21
Arusha,Arusha,Oljoro,MIRONGOINE,EM.6946,Government,16,8,24,14,8,22
Arusha,Arusha,Oljoro,MBUYUNI,EM.6945,Government,7,4,11,4,1,5
Arusha,Arusha,Oloirien,MRINGA,EM.6947,Government,3,2,5,1,4,5
Arusha,Arusha,Olturumet,NGARAMTONI,EM.7605,Government,10,7,17,0,0,0
Arusha,Arusha,Sambasha,SAMBASHA,EM.2856,Government,4,5,9,0,0,0
Arusha,Arusha,Sambasha,TIMBOLO,EM.11084,Government,0,1,1,5,0,5
Arusha,Arusha CC,Baraa,BARAA,EM.8200,Government,13,14,27,0,0,0
Arusha,Arusha CC,Daraja Ii,DARAJA MBILI,EM.10410,Government,2,5,7,0,0,0
Arusha,Arusha CC,Elerai,BURKA,EM.2013,Government,4,6,10,0,0,0
Arusha,Arusha CC,Kaloleni,KALOLENI,EM.1563,Government,9,8,17,4,4,8
Arusha,Arusha CC,Kati,MERU,EM.1709,Government,2,1,3,2,4,6
Arusha,Arusha CC,Moivaro,SHANGARAO,EM.6951,Government,12,6,18,0,2,2
Arusha,Arusha CC,Ngarenaro,NGARENARO,EM.2858,Government,15,12,27,6,2,8
Arusha,Arusha CC,Osunyai Jr,OSUNYAI,EM.11567,Government,12,14,26,27,15,42
Arusha,Arusha CC,Sekei,SANAWARI,EM.302,Government,3,0,3,0,1,1
Arusha,Arusha CC,Sinoni,SINON,EM.736,Government,14,17,31,0,0,0
Arusha,Arusha CC,Sinoni,ENGOSENGIU,EM.2101,Government,8,10,18,0,0,0
Arusha,Arusha CC,Unga Ltd,UNGA LTD,EM.8896,Government,17,10,27,0,0,0
Arusha,Karatu,Baray,MBUGANYEKUNDU,EM.10721,Government,3,2,5,0,3,3
Arusha,Karatu,Buger,ENDONYAWET,EM.6952,Government,2,5,7,1,4,5
Arusha,Karatu,Buger,AYALALIYO,EM.10029,Government,2,0,2,0,0,0
Arusha,Karatu,Daa,MANG'OLA JUU,EM.2103,Government,6,11,17,1,0,1
Arusha,Karatu,Daa,MIDABINI,EM.8823,Government,0,1,1,2,1,3
Arusha,Karatu,Endabash,ENDABASH LAJA,EM.10412,Government,5,3,8,0,0,0
Arusha,Karatu,Endabash,QARU LAMBO,EM.9582,Government,2,1,3,0,0,0
Arusha,Karatu,Endamarariek,ENDAMARARIEK,EM.1175,Government,19,13,32,1,4,5
Arusha,Karatu,Endamarariek,BARAY KHUSUMAY,EM.10030,Government,9,7,16,6,1,7
Arusha,Karatu,Endamarariek,BASODAWISH,EM.2859,Government,6,8,14,0,0,0
Arusha,Karatu,Endamarariek,GETAMOCK,EM.6953,Government,0,1,1,0,0,0
Arusha,Karatu,Kansay,UMBANGW,EM.10722,Government,23,14,37,0,0,0
Arusha,Karatu,Kansay,BARAKTA,EM.8428,Government,9,6,15,5,1,6
Arusha,Karatu,Kansay,KAMBI YA FARU,EM.8202,Government,6,8,14,0,0,0
Arusha,Karatu,Karatu,BWAWANI,EM.8429,Government,10,1,11,13,2,15
Arusha,Karatu,Mang'ola,EYASI,EM.9580,Government,3,1,4,2,2,4
Arusha,Karatu,Mbulumbulu,MARMO,EM.14581,Government,1,0,1,0,0,0
Arusha,Karatu,Mbulumbulu,SLAHHAMO,EM.7613,Government,1,0,1,0,0,0
Arusha,Karatu,Oldeani,OLDEANI,EM.996,Government,0,4,4,0,0,0
Arusha,Karatu,Qurus,NJIA PANDA,EM.8752,Government,3,2,5,3,2,5
Arusha,Karatu,Rhotia,AFRICAN GALLERIA,EM.17688,Government,6,11,17,0,0,0
Arusha,Karatu,Rhotia,AKKO,EM.12387,Government,2,2,4,0,0,0
Arusha,Karatu,Rhotia,MARERA,EM.10031,Government,0,0,0,0,2,2
Arusha,Longido,Elang'atadapash,OLCHORONYOKIE,EM.10724,Government,3,1,4,6,7,13
Arusha,Longido,Engarenaibor,ENGARENAIBOR,EM.3413,Government,48,37,85,0,0,0
Arusha,Longido,Engarenaibor,NGOSWAK,EM.11572,Government,26,16,42,0,0,0
Arusha,Longido,Engikaret,KISERIAN,EM.9336,Government,11,7,18,8,5,13
Arusha,Longido,Gelai Lumbwa,GELAI LUMBWA,EM.6955,Government,21,21,42,0,0,0
Arusha,Longido,Ilorienito,LOSIRWA,EM.10416,Government,1,1,2,0,0,0
Arusha,Longido,Ketumbeine,KETUMBEINE,EM.3026,Government,17,13,30,0,0,0
Arusha,Longido,Kimokouwa,KIMOKOUWA,EM.7618,Government,7,7,14,0,0,0
Arusha,Longido,Longido,LONGIDO,EM.474,Government,14,9,23,0,0,0
Arusha,Longido,Mundarara,KITARINI,EM.13895,Government,14,18,32,0,0,0
Arusha,Longido,Olmolog,LERANG'WA,EM.6957,Government,10,4,14,0,0,0
Arusha,Longido,Olmolog,OLMOLOG,EM.3253,Government,0,1,1,0,0,0
Arusha,Meru,Ambureni,MOIVARO,EM.3748,Government,0,3,3,0,0,0
Arusha,Meru,Imbaseni,KIWAWA,EM.12400,Government,1,2,3,0,0,0
Arusha,Meru,Imbaseni,NGONGONGARE,EM.7622,Government,0,1,1,0,1,1
Arusha,Meru,Kikatiti,CHEMCHEM,EM.12396,Government,3,2,5,7,4,11
Arusha,Meru,Kikwe,NGANANA,EM.11580,Government,0,1,1,2,1,3
Arusha,Meru,Majengo,MAJENGO,EM.3027,Government,4,2,6,4,0,4
Arusha,Meru,Makiba,VALESKA,EM.5802,Government,9,7,16,3,0,3
Arusha,Meru,Malula,MIKUUNI,EM.4041,Government,1,1,2,0,0,0
Arusha,Meru,Maruvango,ETINGARE,EM.7619,Government,6,6,12,0,1,1
Arusha,Meru,Mbuguni,MBUGUNI,EM.1460,Government,41,14,55,1,5,6
Arusha,Meru,Ngarenanyuki,ILKIRIMUNI,EM.11093,Government,2,2,4,6,1,7
Arusha,Meru,Nkoaranga,NKOARANGA,EM.303,Government,0,1,1,0,0,0
Arusha,Meru,Poli,URAKI,EM.4044,Government,41,3,44,27,0,27
Arusha,Meru,Seela Sing'isi,SING'ISI,EM.1462,Government,4,4,8,2,1,3
Arusha,Meru,Usariver,LEGANGA,EM.2211,Government,6,5,11,8,5,13
Arusha,Meru,Usariver,USA RIVER,EM.11583,Government,4,3,7,5,1,6
Arusha,Meru,Uwiro,KISIMIRI JUU,EM.8754,Government,79,38,117,0,0,0
Arusha,Monduli,Engaruka,ENGARUKA CHINI,EM.7623,Government,11,3,14,21,12,33
Arusha,Monduli,Engaruka,ENGARUKA JUU,EM.605,Government,13,9,22,9,7,16
Arusha,Monduli,Engutoto,OLARASH,EM.10898,Government,0,1,1,0,0,0
Arusha,Monduli,Esilalei,BARAKA,EM.11101,Government,14,18,32,0,0,0
Arusha,Monduli,Esilalei,ESILALEI,EM.7624,Government,11,5,16,0,0,0
Arusha,Monduli,Esilalei,OLTUKAI,EM.10271,Government,5,4,9,0,0,0
Arusha,Monduli,Esilalei,EUNOTO,EM.12404,Government,5,0,5,0,0,0
Arusha,Monduli,Lashaine,ORKEESWA,EM.10272,Government,10,10,20,0,0,0
Arusha,Monduli,Lashaine,LASHAINE,EM.2109,Government,3,1,4,0,0,0
Arusha,Monduli,Lepurko,LOSIMINGORI,EM.5805,Government,18,6,24,0,0,0
Arusha,Monduli,Lepurko,ENGIRGIR,EM.14761,Government,0,4,4,5,0,5
Arusha,Monduli,Lolkisale,NAFCO,EM.11106,Government,9,6,15,0,0,0
Arusha,Monduli,Lolkisale,LOKISALE,EM.5804,Government,4,5,9,0,0,0
Arusha,Monduli,Majengo,MAJENGO,EM.4599,Government,11,12,23,3,8,11
Arusha,Monduli,Meserani,MESERANI CHINI,EM.6967,Government,27,8,35,9,2,11
Arusha,Monduli,Meserani,MESERANI JUU,EM.6968,Government,9,9,18,0,0,0
Arusha,Monduli,Mfereji,MFEREJI,EM.8622,Government,13,3,16,6,0,6
Arusha,Monduli,Migungani,KIGONGONI,EM.3415,Government,7,3,10,2,2,4
Arusha,Monduli,Moita,MOITA BWAWANI,EM.6970,Government,50,42,92,0,0,0
Arusha,Monduli,Moita,MOITA KILORITI,EM.6971,Government,18,4,22,0,0,0
Arusha,Monduli,Moita,KIPOK,EM.18064,Government,2,3,5,0,0,0
Arusha,Monduli,Monduli juu,ENGUIKI,EM.6965,Government,0,0,0,2,4,6
Arusha,Monduli,Mswakini,MSWAKINI,EM.6972,Government,0,0,0,1,3,4
Arusha,Monduli,Mto wa Mbu,JANGWANI,EM.11584,Government,1,0,1,0,0,0
Arusha,Monduli,Naalarami,NAALARAMI,EM.10033,Government,1,0,1,0,0,0
Arusha,Monduli,Naalarami,LENGILORITI,EM.17656,Government,0,1,1,0,0,0
Arusha,Monduli,Selela,SELELA,EM.4600,Government,9,13,22,0,0,0
Arusha,Monduli,Selela,NDINYIKA,EM.16694,Government,7,6,13,0,0,0
Arusha,Monduli,Selela,MBAASH,EM.10897,Government,3,2,5,0,0,0
Arusha,Monduli,Sepeko,ARKATANI,EM.6964,Government,3,3,6,0,0,0
Arusha,Ngorongoro,Alailelai,ALAILELAI,EM.6974,Government,9,13,22,0,0,0
Arusha,Ngorongoro,Alailelai,OLCHANIOMELOCK,EM.13524,Government,7,9,16,0,0,0
Arusha,Ngorongoro,Enduleni,ENDULEN,EM.1463,Government,24,14,38,0,0,0
Arusha,Ngorongoro,Engaresero,MONICK,EM.10274,Government,2,2,4,0,0,0
Arusha,Ngorongoro,Engaresero,ENGARASERO,EM.9053,Government,2,1,3,0,0,0
Arusha,Ngorongoro,Eyasi,OLPIRO,EM.11111,Government,1,2,3,3,4,7
Arusha,Ngorongoro,Kirangi,KISANGIRO,EM.3417,Government,2,3,5,3,3,6
Arusha,Ngorongoro,Malambo,MALAMBO,EM.2215,Government,12,6,18,6,4,10
Arusha,Ngorongoro,Misigiyo,MISIGIYO,EM.10899,Government,6,1,7,7,2,9
Arusha,Ngorongoro,Nainokanoka,IRKEEPUS,EM.7627,Government,4,0,4,4,0,4
Arusha,Ngorongoro,Nainokanoka,NAINOKANOKA,EM.606,Government,1,0,1,0,0,0
Arusha,Ngorongoro,Naiyobi,NAIYOBI,EM.7629,Government,27,13,40,0,2,2
Arusha,Ngorongoro,Ngorongoro,OLOIROBI,EM.11588,Government,2,1,3,14,4,18
Arusha,Ngorongoro,Olbalbal,OLBALBAL,EM.6976,Government,6,2,8,0,0,0
Arusha,Ngorongoro,Oloipiri,SUKENYA,EM.10902,Government,11,7,18,0,0,0
Arusha,Ngorongoro,Oloipiri,ORKUYAINE,EM.17746,Government,3,4,7,0,0,0
Arusha,Ngorongoro,Oloipiri,OLOIPIRI,EM.7630,Government,2,2,4,0,0,0
Arusha,Ngorongoro,Ololosokwan,NJOROI,EM.11110,Government,13,7,20,0,0,0
Arusha,Ngorongoro,Orgosorok,WASSO,EM.9054,Government,3,4,7,0,0,0
Arusha,Ngorongoro,Orgosorok,LOLIONDO,EM.547,Government,0,1,1,0,0,0
Arusha,Ngorongoro,Pinyinyi,EMBAASI,EM.17747,Government,16,4,20,0,0,0
Arusha,Ngorongoro,Sale,SALE,EM.1773,Government,35,32,67,0,0,0
Arusha,Ngorongoro,Sale,NDARABOSHO,EM.18703,Government,7,7,14,0,0,0
Arusha,Ngorongoro,Soitsambu,MONDOROS,EM.13523,Government,7,9,16,0,0,0
Arusha,Ngorongoro,Soitsambu,KIRTALO,EM.11586,Government,12,3,15,0,0,0
Arusha,Ngorongoro,Soitsambu,SOITSAMBU,EM.2216,Government,3,0,3,0,0,0
Dar es Salaam,Dar es Salaam CC,Buguruni,BUGURUNI,EM.17010,Government,19,13,32,9,12,21
Dar es Salaam,Dar es Salaam CC,Buguruni,BUGURUNI VIZIWI,EM.9584,Government,4,7,11,0,0,0
Dar es Salaam,Dar es Salaam CC,Buyuni,ZAVALA,EM.17928,Government,11,4,15,0,0,0
Dar es Salaam,Dar es Salaam CC,Chanika,TUNGINI,EM.12413,Government,22,17,39,0,0,0
Dar es Salaam,Dar es Salaam CC,Chanika,LUKOONI,EM.14587,Government,18,11,29,0,0,0
Dar es Salaam,Dar es Salaam CC,Chanika,YONGWE,EM.11131,Government,13,9,22,0,0,0
Dar es Salaam,Dar es Salaam CC,Gongolamboto,ULONGONI,EM.10558,Government,24,23,47,32,35,67
Dar es Salaam,Dar es Salaam CC,Gongolamboto,MWANGAZA,EM.11611,Government,20,18,38,14,8,22
Dar es Salaam,Dar es Salaam CC,Jangwani,MNAZI MMOJA,EM.1179,Government,0,0,0,3,3,6
Dar es Salaam,Dar es Salaam CC,Kimanga,KIMANGA,EM.9057,Government,9,4,13,0,0,0
Dar es Salaam,Dar es Salaam CC,Kinyerezi,KINYEREZI,EM.2861,Government,19,14,33,11,7,18
Dar es Salaam,Dar es Salaam CC,Kipawa,KARAKATA,EM.8059,Government,12,12,24,0,0,0
Dar es Salaam,Dar es Salaam CC,Kipunguni,KIPUNGUNI,EM.11118,Government,9,10,19,21,25,46
Dar es Salaam,Dar es Salaam CC,Kitunda,KITUNDA,EM.3419,Government,12,18,30,20,18,38
Dar es Salaam,Dar es Salaam CC,Kivule,KIVULE,EM.11119,Government,47,39,86,5,6,11
Dar es Salaam,Dar es Salaam CC,Kiwalani,YOMBO,EM.2111,Government,24,16,40,0,0,0
Dar es Salaam,Dar es Salaam CC,Kiwalani,KIWALANI,EM.7633,Government,4,3,7,0,0,0
Dar es Salaam,Dar es Salaam CC,Liwiti,MISEWE,EM.11607,Government,19,28,47,0,0,0
Dar es Salaam,Dar es Salaam CC,Liwiti,LIWITI,EM.10276,Government,0,2,2,0,0,0
Dar es Salaam,Dar es Salaam CC,Majohe,KICHANGANI,EM.15943,Government,7,7,14,5,5,10
Dar es Salaam,Dar es Salaam CC,Msongola,YANGE YANGE-Msingi(TWM),EA.17029,Government,4,5,9,1,11,12
Dar es Salaam,Dar es Salaam CC,Msongola,MSONGOLA,EM.4602,Government,5,3,8,4,1,5
Dar es Salaam,Dar es Salaam CC,Msongola,MBONDOLE,EM.11606,Government,5,2,7,0,0,0
Dar es Salaam,Dar es Salaam CC,Msongola,KIDOLE,EM.18750,Government,3,1,4,1,1,2
Dar es Salaam,Dar es Salaam CC,Mzinga,MAGOLE,EM.11604,Government,11,6,17,0,0,0
Dar es Salaam,Dar es Salaam CC,Pugu,PUGU KAJIUNGENI,EM.2110,Government,30,22,52,0,0,0
Dar es Salaam,Dar es Salaam CC,Tabata,MTAMBANI,EM.11125,Government,10,4,14,2,5,7
Dar es Salaam,Dar es Salaam CC,Ukonga,MZAMBARAUNI,EM.11612,Government,9,9,18,11,8,19
Dar es Salaam,Dar es Salaam CC,Ukonga,JUHUDI,EM.11116,Government,3,2,5,3,6,9
Dar es Salaam,Dar es Salaam CC,Ukonga,MAGOROFANI,EM.17018,Government,3,3,6,2,2,4
Dar es Salaam,Dar es Salaam CC,Ukonga,GONGO LA MBOTO JESHINI,EM.10557,Government,1,5,6,1,0,1
Dar es Salaam,Dar es Salaam CC,Upanga Magharibi,MUHIMBILI,EM.3259,Government,31,36,67,0,0,0
Dar es Salaam,Dar es Salaam CC,Upanga Mashariki,MAHABUSU YA WATOTO-Msingi(TWM),EWW.1712,Government,9,0,9,22,1,23
Dar es Salaam,Dar es Salaam CC,Vingunguti,MIEMBENI,EM.11122,Government,35,26,61,35,26,61
Dar es Salaam,Dar es Salaam CC,Vingunguti,KOMBO,EM.11120,Government,15,11,26,4,3,7
Dar es Salaam,Dar es Salaam CC,Zingiziwa,KIMWANI,EM.10906,Government,63,46,109,16,8,24
Dar es Salaam,Dar es Salaam CC,Zingiziwa,ZINGIZIWA,EM.10420,Government,4,5,9,11,9,20
Dar es Salaam,Kigamboni MC,Kibada,KIBADA,EM.809,Government,5,6,11,14,10,24
Dar es Salaam,Kigamboni MC,Kigamboni,KIGAMBONI,EM.1180,Government,5,8,13,11,7,18
Dar es Salaam,Kigamboni MC,Kimbiji,KIMBIJI,EM.3031,Government,4,1,5,3,7,10
Dar es Salaam,Kigamboni MC,Kisarawe II,CHEKENI MWASONGA,EM.10036,Government,11,8,19,9,12,21
Dar es Salaam,Kigamboni MC,Mjimwema,MAWENI,EM.10732,Government,14,27,41,14,18,32
Dar es Salaam,Kigamboni MC,Mjimwema,UNGINDONI,EM.12415,Government,18,12,30,10,8,18
Dar es Salaam,Kigamboni MC,Mjimwema,MJIMWEMA,EM.2349,Government,4,9,13,7,6,13
Dar es Salaam,Kigamboni MC,Pembamnazi,BUYUNI I,EM.4048,Government,13,11,24,7,6,13
Dar es Salaam,Kigamboni MC,Somangila,GEZAULOLE,EM.2112,Government,11,11,22,1,2,3
Dar es Salaam,Kigamboni MC,Somangila,MWONGOZO,EM.5809,Government,8,3,11,8,5,13
Dar es Salaam,Kigamboni MC,Tungi,TUNGI,EM.4605,Government,33,22,55,3,1,4
Dar es Salaam,Kigamboni MC,Vijibweni,VIJIBWENI,EM.4606,Government,10,11,21,12,23,35
Dar es Salaam,Kinondoni MC,Bunju,BUNJU 'A',EM.2015,Government,23,20,43,2,9,11
Dar es Salaam,Kinondoni MC,Bunju,MTAMBANI,EM.11145,Government,21,21,42,0,0,0
Dar es Salaam,Kinondoni MC,Bunju,BOKO,EM.1713,Government,22,13,35,0,0,0
Dar es Salaam,Kinondoni MC,Hananasif,HANANASIF,EM.4607,Government,3,3,6,0,0,0
Dar es Salaam,Kinondoni MC,Kawe,KAWE A,EM.477,Government,7,15,22,0,0,0
Dar es Salaam,Kinondoni MC,Kigogo,MKWAWA,EM.11143,Government,15,5,20,6,6,12
Dar es Salaam,Kinondoni MC,Kijitonyama,KIJITONYAMA KISIWANI,EM.5811,Government,3,6,9,8,6,14
Dar es Salaam,Kinondoni MC,Kijitonyama,MAPAMBANO,EM.8205,Government,2,0,2,0,0,0
Dar es Salaam,Kinondoni MC,Kunduchi,MTAKUJA,EM.4055,Government,15,15,30,0,0,0
Dar es Salaam,Kinondoni MC,Kunduchi,KUNDUCHI,EM.2350,Government,6,3,9,3,0,3
Dar es Salaam,Kinondoni MC,Kunduchi,MTONGANI,EM.11146,Government,8,4,12,0,0,0
Dar es Salaam,Kinondoni MC,Makumbusho,MCHANGANI,EM.11139,Government,26,22,48,23,19,42
Dar es Salaam,Kinondoni MC,Mbweni,MBWENI,EM.4054,Government,12,10,22,0,0,0
Dar es Salaam,Kinondoni MC,Msasani,MSASANI A,EM.1571,Government,10,4,14,2,6,8
Dar es Salaam,Kinondoni MC,Mwananyamala,MWONGOZO,EM.5812,Government,6,8,14,0,0,0
Dar es Salaam,Kinondoni MC,Mzimuni,MZIMUNI,EM.10916,Government,6,4,10,0,0,0
Dar es Salaam,Kinondoni MC,Tandale,TANDALE MAGHARIBI,EM.5813,Government,10,5,15,1,2,3
Dar es Salaam,Kinondoni MC,Wazo,KISAUKE,EM.9233,Government,11,9,20,0,0,0
Dar es Salaam,Kinondoni MC,Wazo,NAKASANGWE,EM.11149,Government,2,1,3,6,1,7
Dar es Salaam,Kinondoni MC,Wazo,SALASALA,EM.11629,Government,2,2,4,0,0,0
Dar es Salaam,Temeke MC,Azimio,AZIMIO,EM.2757,Government,29,25,54,51,31,82
Dar es Salaam,Temeke MC,Azimio,MJIMPYA,EM.11645,Government,9,4,13,2,2,4
Dar es Salaam,Temeke MC,Kiburugwa,KINGUGI,EM.11642,Government,52,24,76,59,33,92
Dar es Salaam,Temeke MC,Kilungule,NZASA,EM.5815,Government,4,7,11,2,1,3
Dar es Salaam,Temeke MC,Mbagala,MBAGALA,EM.305,Government,62,38,100,59,32,91
Dar es Salaam,Temeke MC,Mbagala Kuu,MAENDELEO,EM.11644,Government,4,3,7,15,9,24
Dar es Salaam,Temeke MC,Mianzini,MAJIMATITU,EM.10917,Government,94,83,177,32,39,71
Dar es Salaam,Temeke MC,Mtoni,MTONI,EM.1868,Government,30,10,40,10,7,17
Dar es Salaam,Temeke MC,Mtoni,MTONI SABASABA,EM.3033,Government,4,11,15,15,12,27
Dar es Salaam,Temeke MC,Sandali,SANDALI,EM.10918,Government,21,16,37,18,21,39
Dar es Salaam,Temeke MC,Tandika,TANDIKA,EM.4617,Government,43,21,64,13,18,31
Dar es Salaam,Temeke MC,Temeke,TEMEKE,EM.1181,Government,13,9,22,16,4,20
Dar es Salaam,Temeke MC,Toangoma,TOANGOMA,EM.3035,Government,23,22,45,17,11,28
Dar es Salaam,Temeke MC,Yombo vituka,YOMBO VITUKA,EM.5817,Government,15,5,20,9,7,16
Dar es Salaam,Temeke MC,Yombo vituka,UWANJA WA NDEGE,EM.10564,Government,1,2,3,3,2,5
Dar es Salaam,Ubungo MC,Goba,GOBA,EM.3422,Government,2,4,6,0,0,0
Dar es Salaam,Ubungo MC,Kimara,KIMARA BARUTI,EM.11173,Government,9,13,22,0,0,0
Dar es Salaam,Ubungo MC,Makuburi,MAKUBURI,EM.11659,Government,8,9,17,0,0,0
Dar es Salaam,Ubungo MC,Makurumla,MIANZINI,EM.8208,Government,36,22,58,0,0,0
Dar es Salaam,Ubungo MC,Makurumla,KARUME,EM.3036,Government,5,5,10,3,3,6
Dar es Salaam,Ubungo MC,Mbezi,UPENDO,EM.12433,Government,4,7,11,0,0,0
Dar es Salaam,Ubungo MC,Mburahati,BRYCESON,EM.11165,Government,23,12,35,0,0,0
Dar es Salaam,Ubungo MC,Msigani,MSIGANI,EM.11176,Government,8,8,16,0,0,0
Dar es Salaam,Ubungo MC,Sinza,SINZA,EM.5821,Government,0,0,0,5,6,11
Dar es Salaam,Ubungo MC,Ubungo,MSEWE,EM.10281,Government,4,7,11,1,4,5
Dodoma,Bahi,Bahi,BAHI SOKONI,EM.10041,Government,3,3,6,0,0,0
Dodoma,Bahi,Bahi,BAHI MISHENI,EM.10040,Government,2,2,4,0,0,0
Dodoma,Bahi,Chibelela,CHIBELELA,EM.10043,Government,4,12,16,0,0,0
Dodoma,Bahi,Chifutuka,CHIFUTUKA,EM.10045,Government,23,21,44,0,0,0
Dodoma,Bahi,Ilindi,ILINDI,EM.10052,Government,13,3,16,0,0,0
Dodoma,Bahi,Kigwe,KIGWE,EM.2604,Government,4,1,5,0,0,0
Dodoma,Bahi,Lamaiti,LAMAITI,EM.10055,Government,7,8,15,9,8,17
Dodoma,Bahi,Msisi,MSISI,EM.10066,Government,9,8,17,0,0,0
Dodoma,Bahi,Nondwa,NONDWA,EM.5825,Government,6,8,14,0,0,0
Dodoma,Chamwino,Buigiri,UGUZI,EM.12440,Government,6,6,12,2,0,2
Dodoma,Chamwino,Chilonwa,NZALI,EM.10116,Government,6,5,11,0,0,0
Dodoma,Chamwino,Dabalo,DABALO,EM.10085,Government,32,23,55,0,0,0
Dodoma,Chamwino,Haneti,HANETI,EM.10087,Government,5,5,10,0,0,0
Dodoma,Chamwino,Itiso,ITISO,EM.1572,Government,19,16,35,0,0,0
Dodoma,Chamwino,Itiso,CHISOLO,EM.13068,Government,9,3,12,6,9,15
Dodoma,Chamwino,Manchali,MANCHALI,EM.10099,Government,10,2,12,0,0,0
Dodoma,Chamwino,Manzase,MANZASE,EM.3751,Government,0,10,10,4,22,26
Dodoma,Chamwino,Mlowa bwawani,MLOWA BWAWANI,EM.10567,Government,10,14,24,0,0,0
Dodoma,Chamwino,Msamalo,NYAMIGOHA,EM.13916,Government,3,2,5,0,0,0
Dodoma,Chamwino,Msanga,MSANGA,EM.10109,Government,4,4,8,0,0,0
Dodoma,Chamwino,Muungano,ILOLO,EM.1183,Government,4,2,6,4,4,8
Dodoma,Chamwino,Nghahelezi,NGHAHELEZI,EM.306,Government,0,0,0,20,17,37
Dodoma,Chamwino,Zajilwa,ZAJILWA,EM.10120,Government,12,10,22,7,6,13
Dodoma,Chemba,Chandama,CHANDAMA,EM.15446,Government,11,7,18,0,0,0
Dodoma,Chemba,Chandama,MAPANGO,EM.15500,Government,1,1,2,0,0,0
Dodoma,Chemba,Chemba,KAMBI YA NYASA,EM.15479,Government,7,4,11,1,1,2
Dodoma,Chemba,Chemba,CHEMBA,EM.15451,Government,6,6,12,0,0,0
Dodoma,Chemba,Farkwa,GONGA,EM.15464,Government,4,6,10,0,0,0
Dodoma,Chemba,Farkwa,FARKWA,EM.15462,Government,2,6,8,0,0,0
Dodoma,Chemba,Gwandi,ROFATI,EM.15524,Government,4,3,7,6,3,9
Dodoma,Chemba,Gwandi,GWANDI,EM.15465,Government,3,3,6,0,0,0
Dodoma,Chemba,Jangalo,CHEMKA,EM.15452,Government,12,0,12,0,0,0
Dodoma,Chemba,Jangalo,MLONGIA,EM.15505,Government,5,2,7,0,0,0
Dodoma,Chemba,Kidoka,KIDOKA,EM.15483,Government,16,14,30,0,0,0
Dodoma,Chemba,Kidoka,MUUNGANO,EM.15514,Government,12,7,19,0,0,0
Dodoma,Chemba,Kimaha,CHUKURUMA,EM.15455,Government,10,4,14,0,0,0
Dodoma,Chemba,Kinyamsindo,MENGU,EM.15503,Government,1,1,2,0,0,0
Dodoma,Chemba,Lahoda,LAHODA,EM.15491,Government,32,21,53,4,10,14
Dodoma,Chemba,Lalta,LALTA,EM.15492,Government,0,1,1,0,0,0
Dodoma,Chemba,Lalta,MANANTU,EM.15499,Government,1,0,1,0,0,0
Dodoma,Chemba,Mondo,WAIDA,EM.15535,Government,1,0,1,1,0,1
Dodoma,Chemba,Mrijo,MRIJO CHINI,EM.15510,Government,13,10,23,0,0,0
Dodoma,Chemba,Mrijo,NKULARI,EM.3752,Government,7,0,7,0,0,0
Dodoma,Chemba,Paranga,PARANGA,EM.15521,Government,33,23,56,0,1,1
Dodoma,Chemba,Sanzawa,SANZAWA,EM.15525,Government,1,2,3,0,0,0
Dodoma,Chemba,Soya,MBARADA,EM.15502,Government,8,10,18,3,1,4
Dodoma,Chemba,Soya,SOYA,EM.15529,Government,12,3,15,0,0,0
Dodoma,Dodoma CC,Chang'ombe,CHANG'OMBE,EM.12442,Government,13,12,25,0,0,0
Dodoma,Dodoma CC,Chigongwe,CHIGONGWE,EM.1466,Government,2,2,4,0,0,0
Dodoma,Dodoma CC,Dodoma Makulu,KISASA,EM.13918,Government,14,2,16,0,0,0
Dodoma,Dodoma CC,Hombolo Bwawani,HOMBOLO BWAWANI,EM.2016,Government,11,7,18,18,13,31
Dodoma,Dodoma CC,Ihumwa,IHUMWA,EM.1187,Government,21,15,36,9,9,18
Dodoma,Dodoma CC,Ipagala,IPAGALA B,EM.13074,Government,11,15,26,0,0,0
Dodoma,Dodoma CC,Mbabala,VILINDONI,EM.4631,Government,6,5,11,0,0,0
Dodoma,Dodoma CC,Mbalawala,MBALAWALA,EM.1189,Government,2,3,5,0,0,0
Dodoma,Dodoma CC,Nkuhungu,NKUHUNGU,EM.9234,Government,26,14,40,0,0,0
