Region,Council,Ward,Centre,Reg.No.,Ownership,"COBET-Cohort I, M","COBET-Cohort I, F","COBET-Cohort I, T","COBET-Cohort II, M","COBET-Cohort II, F","COBET-Cohort II, T"
Simiyu,Bariadi,Nkindwabiye,DAMIDAMI,EM.16518,Government,12,4,16,0,0,0
Simiyu,Bariadi,Nkindwabiye,NKINDWABIYE,EM.8812,Government,5,3,8,3,3,6
Simiyu,Bariadi,Nkololo,MAGUTANO,EM.17982,Government,3,0,3,0,0,0
Simiyu,Bariadi,Sapiwi,NYAMIKOMA,EM.7967,Government,15,17,32,0,0,0
Simiyu,Bariadi,Sapiwi,IGEGU,EM.6738,Government,20,3,23,0,0,0
Simiyu,Bariadi TC,Bariadi,KIDINDA,EM.15859,Government,7,2,9,0,2,2
Simiyu,Bariadi TC,Mhango,SHIMBALE,EM.15875,Government,7,2,9,0,0,0
Simiyu,Bariadi TC,Mhango,MHANGO,EM.15865,Government,3,1,4,0,0,0
Simiyu,Bariadi TC,Nyakabindi,NYAKABINDI,EM.15870,Government,15,10,25,0,0,0
Simiyu,Bariadi TC,Nyakabindi,BUPANDAGILA,EM.15846,Government,13,8,21,0,0,0
Simiyu,Bariadi TC,Nyangokolwa,GAMONDO A,EM.15848,Government,6,6,12,0,0,0
Simiyu,Bariadi TC,Sima,SIMA A,EM.17241,Government,14,14,28,0,0,0
Simiyu,Bariadi TC,Somanda,NYAUMATA,EM.15871,Government,4,1,5,0,0,0
Simiyu,Busega,Badugu,BUSAMI,EM.3656,Government,10,4,14,0,0,0
Simiyu,Busega,Imalamate,NGASAMO,EM.3661,Government,18,15,33,8,3,11
Simiyu,Busega,Imalamate,NG'WANG'WENGE,EM.4458,Government,8,8,16,0,0,0
Simiyu,Busega,Kabita,FOGOFOGO,EM.13792,Government,17,13,30,0,0,0
Simiyu,Busega,Kiloleli,YITWIMILA,EM.8168,Government,4,2,6,5,2,7
Simiyu,Busega,Lamadi,MWABAYANDA,EM.10229,Government,4,2,6,1,3,4
Simiyu,Busega,Lamadi,MWABASABI,EM.5560,Government,5,3,8,0,0,0
Simiyu,Busega,Lutubiga,MWAKILOBA,EM.5562,Government,27,23,50,0,0,0
Simiyu,Busega,Malili,GININIGA,EM.2842,Government,23,9,32,5,4,9
Simiyu,Busega,Malili,MWAMUGOBA,EM.3977,Government,3,0,3,0,0,0
Simiyu,Busega,Mkula,NG'WANHALE,EM.4459,Government,10,6,16,11,7,18
Simiyu,Busega,Mkula,KIJILISHI,EM.5558,Government,7,3,10,0,0,0
Simiyu,Busega,Ngasamo,SANGA,EM.5565,Government,9,4,13,3,1,4
Simiyu,Busega,Nyashimo,NYASHIMO,EM.418,Government,6,6,12,0,0,0
Simiyu,Busega,Nyashimo,ISUKA,EM.16524,Government,4,3,7,0,0,0
Simiyu,Busega,Shigala,SHIGALA,EM.1844,Government,8,11,19,5,6,11
Simiyu,Itilima,Budalabujiga,BUDALABUJIGA A,EM.1135,Government,10,6,16,3,1,4
Simiyu,Itilima,Bumera,BUMERA,EM.9959,Government,13,11,24,14,21,35
Simiyu,Itilima,Chinamili,CHINAMILI,EM.2714,Government,4,7,11,11,6,17
Simiyu,Itilima,Chinamili,NANGA 'A',EM.9987,Government,7,3,10,4,9,13
Simiyu,Itilima,Kinang'weli,ISENG'WA,EM.9971,Government,0,0,0,0,5,5
Simiyu,Itilima,Luguru,LUGURU,EM.9976,Government,10,5,15,5,6,11
Simiyu,Itilima,Mbita,KIDULA,EM.9973,Government,2,3,5,9,10,19
Simiyu,Itilima,Mwalushu,NG'WALUSHU,EM.9994,Government,11,9,20,0,0,0
Simiyu,Itilima,Mwaswale,MWASWALE,EM.3978,Government,6,2,8,2,2,4
Simiyu,Itilima,Nkoma,NTAGWASA,EM.19168,Government,4,3,7,0,0,0
Simiyu,Itilima,Nkoma,NKOMA 'A',EM.10000,Government,1,2,3,3,0,3
Simiyu,Itilima,Nkuyu,NYANTUNGUTU,EM.14914,Government,10,18,28,9,8,17
Simiyu,Itilima,Nkuyu,PIJULU,EM.19169,Government,15,8,23,0,0,0
Simiyu,Itilima,Sagata,LAINI 'A',EM.9975,Government,5,7,12,0,0,0
Simiyu,Maswa,Badi,BUKANGILIJA,EM.3205,Government,3,4,7,3,3,6
Simiyu,Maswa,Badi,IKUNGU,EM.9319,Government,7,1,8,0,0,0
Simiyu,Maswa,Budekwa,KILOLELI,EM.7449,Government,12,4,16,0,0,0
Simiyu,Maswa,Ipililo,IKUNGULYANKOMA,EM.7445,Government,8,5,13,18,13,31
Simiyu,Maswa,Isanga,FUNIKA,EM.3663,Government,13,8,21,2,4,6
Simiyu,Maswa,Malampaka,BUKIGI,EM.8409,Government,17,24,41,12,20,32
Simiyu,Maswa,Malampaka,HINDUKI 'S',EM.8171,Government,15,13,28,2,0,2
Simiyu,Maswa,Malampaka,MALAMPAKA,EM.721,Government,7,3,10,8,4,12
Simiyu,Maswa,Masela,MASELA,EM.646,Government,11,11,22,0,0,0
Simiyu,Maswa,Mwabayanda,MWABAYANDA,EM.2716,Government,22,8,30,0,0,0
Simiyu,Maswa,Nguliguli,NGULIGULI,EM.4466,Government,19,9,28,0,0,0
Simiyu,Maswa,Nyabubinza,KIDABU,EM.6759,Government,5,2,7,3,1,4
Simiyu,Maswa,Nyalikungu,MWAWAYI,EM.18069,Government,7,7,14,0,0,0
Simiyu,Maswa,Sola,SHANWA,EM.106,Government,6,2,8,0,0,0
Simiyu,Maswa,Sola,SOLA,EM.5572,Government,4,3,7,0,0,0
Simiyu,Maswa,Sukuma,ISAGENG'HE,EM.2434,Government,4,3,7,4,7,11
Simiyu,Maswa,Sukuma,HINDUKI 'M',EM.5570,Government,7,5,12,2,2,4
Simiyu,Meatu,Bukundi,LUKALE,EM.13437,Government,17,19,36,0,0,0
Simiyu,Meatu,Bukundi,DUMANANG',EM.18796,Government,14,9,23,0,0,0
Simiyu,Meatu,Imalaseko,ISANGA,EM.9207,Government,0,0,0,1,0,1
Simiyu,Meatu,Isengwa,ISENGWA,EM.2516,Government,2,2,4,0,0,0
Simiyu,Meatu,Isengwa,MWAGENI,EM.9406,Government,1,1,2,0,0,0
Simiyu,Meatu,Kabondo,MWAFUGUJI,EM.8815,Government,5,3,8,0,0,0
Simiyu,Meatu,Kimali,PAJI,EM.5587,Government,5,2,7,0,0,0
Simiyu,Meatu,Kimali,SAPA,EM.7456,Government,4,0,4,0,0,0
Simiyu,Meatu,Kisesa,NTOBO,EM.9038,Government,31,19,50,0,0,0
Simiyu,Meatu,Kisesa,MWAUKOLI,EM.5584,Government,10,6,16,0,0,0
Simiyu,Meatu,Mwabuma,MWAKASUMBI,EM.9033,Government,3,2,5,0,0,0
Simiyu,Meatu,Mwabusalu,MHUMUNU,EM.9027,Government,4,5,9,0,0,0
Simiyu,Meatu,Mwabuzo,MWANZUGI,EM.9037,Government,2,1,3,0,0,0
Simiyu,Meatu,Mwamalole,MWAMALOLE,EM.3667,Government,1,2,3,2,1,3
Simiyu,Meatu,Mwangudo,MBUYUNI,EM.18797,Government,5,4,9,9,7,16
Simiyu,Meatu,Mwangudo,IRAMBANDOGO,EM.9022,Government,1,3,4,0,0,0
Simiyu,Meatu,Mwanhuzi,MSHIKAMANO B,EM.17953,Government,7,6,13,7,2,9
Simiyu,Meatu,Mwanhuzi,MALUGALA,EM.14510,Government,14,6,20,0,0,0
Simiyu,Meatu,Mwanhuzi,MSHIKAMANO,EM.9030,Government,3,2,5,5,6,11
Simiyu,Meatu,Mwanhuzi,MWANHUZI,EM.5582,Government,1,3,4,4,1,5
Simiyu,Meatu,Mwanjolo,JINAMO,EM.8254,Government,22,37,59,0,0,0
Simiyu,Meatu,Mwasengela,NG'HANGA,EM.122,Government,3,3,6,0,0,0
Simiyu,Meatu,Nkoma,IKIGIJO (NKOMA),EM.9021,Government,1,1,2,0,0,0
Simiyu,Meatu,Sakasaka,SAKASAKA 'B',EM.7455,Government,8,4,12,0,0,0
Simiyu,Meatu,Sakasaka,SAKASAKA 'A',EM.4468,Government,3,3,6,0,0,0
Singida,Ikungi,Iglansoni,IGLANSONI,EM.8947,Government,4,5,9,12,8,20
Singida,Ikungi,Iyumbu,IYUMBU,EM.8348,Government,35,35,70,0,0,0
Singida,Ikungi,Iyumbu,MKENENE,EM.13806,Government,11,4,15,0,0,0
Singida,Ikungi,Mgungira,UFANA,EM.8949,Government,7,4,11,2,6,8
Singida,Ikungi,Mkiwa,MKIWA,EM.6783,Government,10,13,23,16,19,35
Singida,Ikungi,Mtunduru,MASWEYA,EM.2990,Government,5,2,7,0,0,0
Singida,Ikungi,Mwaru,MDUGHUYU,EM.16958,Government,4,7,11,0,0,0
Singida,Iramba,Kidaru,LUONO,EM.7978,Government,1,1,2,0,0,0
Singida,Iramba,Kyengege,ULYANG'OMBE,EM.18197,Government,7,5,12,0,0,0
Singida,Iramba,Mbelekese,MISUNA,EM.4481,Government,1,1,2,1,0,1
Singida,Iramba,Mgongo,KIZONZO,EM.7977,Government,1,1,2,1,1,2
Singida,Iramba,Mtekente,MTEKENTE,EM.9209,Government,0,0,0,8,6,14
Singida,Iramba,Mtoa,MSAI,EM.7979,Government,5,3,8,0,0,0
Singida,Iramba,Mtoa,IKARANGA,EM.16960,Government,1,0,1,0,0,0
Singida,Iramba,Ndago,USHORA UTEMINI,EM.8816,Government,4,0,4,8,0,8
Singida,Iramba,Old-Kiomboi,KIOMBOI HOSPITALI,EM.371,Government,1,0,1,0,0,0
Singida,Iramba,Shelui,ST. DESIDERIUS,EM.17349,Non-Government,0,1,1,0,0,0
Singida,Iramba,Urughu,URUGHU,EM.960,Government,15,19,34,3,12,15
Singida,Iramba,Urughu,MANG'OLE,EM.11508,Government,5,3,8,0,0,0
Singida,Itigi,Aghondi,NJIRII,EM.1549,Government,1,0,1,0,0,0
Singida,Itigi,Kalangali,TULIENI,EM.14518,Government,51,49,100,0,0,0
Singida,Itigi,Mgandu,LULANGA,EM.17934,Government,4,4,8,0,0,0
Singida,Itigi,Mgandu,USESWANONI,EM.13812,Government,3,3,6,0,0,0
Singida,Itigi,Mgandu,MWAMATIGA,EM.19421,Government,3,2,5,0,0,0
Singida,Itigi,Mitundu,MITUNDU,EM.9212,Government,4,4,8,16,13,29
Singida,Itigi,Mitundu,MAHINYA,EM.15363,Government,14,7,21,0,0,0
Singida,Itigi,Mitundu,KISESA,EM.18619,Government,5,0,5,0,0,0
Singida,Manyoni,Heka,HEKA,EM.2725,Government,0,0,0,4,3,7
Singida,Manyoni,Kintinku,UDIMAA,EM.9325,Government,1,2,3,1,2,3
Singida,Manyoni,Makuru,HIKA,EM.4483,Government,0,5,5,0,0,0
Singida,Manyoni,Makutupora,MAKUTUPORA,EM.1411,Government,5,8,13,0,0,0
Singida,Manyoni,Makutupora,MBWASA,EM.4485,Government,2,1,3,0,0,0
Singida,Manyoni,Maweni,MAWENI,EM.797,Government,0,2,2,0,0,0
Singida,Manyoni,Mkwese,KINYIKA,EM.15366,Government,5,5,10,9,5,14
Singida,Manyoni,Mkwese,MKWESE,EM.1148,Government,7,1,8,0,0,0
Singida,Manyoni,Sasilo,IMALAMPAKA,EM.12300,Government,22,19,41,0,0,0
Singida,Mkalama,Ibaga,ILONGO,EM.1153,Government,5,6,11,3,2,5
Singida,Mkalama,Ilunda,NKUNGI,EM.2844,Government,4,2,6,0,0,0
Singida,Mkalama,Kikhonda,KIKHONDA,EM.4490,Government,0,0,0,6,1,7
Singida,Mkalama,Kikhonda,NKENKE,EM.10530,Government,1,3,4,0,0,0
Singida,Mkalama,Mpambala,CHEMCHEM,EM.1413,Government,5,4,9,7,7,14
Singida,Mkalama,Mpambala,TATAZI,EM.14258,Government,5,7,12,3,4,7
Singida,Mkalama,Mwanga,MWANGA,EM.3382,Government,7,4,11,4,5,9
Singida,Mkalama,Tumuli,TUMULI,EM.1693,Government,0,0,0,0,3,3
Singida,Mkalama,Tumuli,MPAKO,EM.14257,Government,0,0,0,0,1,1
Singida,Singida,Ikhanoda,KISISI,EM.5604,Government,4,2,6,0,0,0
Singida,Singida,Ilongero,MWAKABIJI,EM.12929,Government,1,1,2,0,0,0
Singida,Singida,Kinyagigi,KINYAGIGI,EM.1417,Government,1,4,5,0,0,0
Singida,Singida,Kinyagigi,KAMBARAGE,EM.11509,Government,3,1,4,0,0,0
Singida,Singida,Mgori,MUNKOLA,EM.8177,Government,16,17,33,0,0,0
Singida,Singida,Mtinko,MTINKO,EM.8350,Government,4,3,7,0,0,0
Singida,Singida,Mudida,MUDIDA,EM.7985,Government,1,5,6,0,0,0
Singida,Singida,Mwasauya,NGAMU,EM.3996,Government,4,1,5,0,0,0
Singida,Singida,Ughandi,MUHUVI,EM.8351,Government,12,4,16,0,0,0
Singida,Singida,Ughandi,UGHANDI,EM.799,Government,5,0,5,0,0,0
Singida,Singida,Ughandi,SEMFURU,EM.8955,Government,0,1,1,0,0,0
Singida,Singida MC,Kindai,KINDAI,EM.5607,Government,17,10,27,1,0,1
Singida,Singida MC,Majengo,UKOMBOZI,EM.5610,Government,14,7,21,8,6,14
Singida,Singida MC,Mandewa,UNYAKUMI,EM.1422,Government,5,8,13,2,0,2
Singida,Singida MC,Mitunduruni,SINGIDANI,EM.12932,Government,9,2,11,2,0,2
Singida,Singida MC,Mtamaa,MTAMAA,EM.1156,Government,0,2,2,0,0,0
Singida,Singida MC,Mungumaji,SOMOKU,EM.12933,Government,14,5,19,0,0,0
Singida,Singida MC,Mwankoko,MWANKOKO,EM.2592,Government,3,0,3,0,0,0
Singida,Singida MC,Uhamaka,UHAMAKA,EM.4496,Government,14,5,19,0,0,0
Singida,Singida MC,Uhamaka,ITITI,EM.7469,Government,2,1,3,0,0,0
Songwe,Ileje,Chitete,IKUMBILO,EM.4497,Government,2,3,5,0,0,0
Songwe,Ileje,Ibaba,IBABA,EM.2728,Government,1,1,2,1,1,2
Songwe,Ileje,Isongole,ISONGOLE,EM.2518,Government,4,7,11,7,4,11
Songwe,Ileje,Isongole,ILULU,EM.3997,Government,0,0,0,1,0,1
Songwe,Ileje,Itumba,NYERERE,EM.10535,Government,0,3,3,0,0,0
Songwe,Ileje,Lubanda,MTULA,EM.3218,Government,1,1,2,1,2,3
Songwe,Ileje,Malangali,NAMASELE,EM.8179,Government,1,1,2,0,0,0
Songwe,Ileje,Mbebe,MBEBE,EM.2995,Government,2,1,3,0,0,0
Songwe,Mbozi,Halungu,SHASYA,EM.7491,Government,3,4,7,2,2,4
Songwe,Mbozi,Igamba,MBOZI,EM.1553,Government,5,0,5,5,4,9
Songwe,Mbozi,Itaka,ISELA,EM.3220,Government,1,1,2,1,1,2
Songwe,Mbozi,Itaka,INSANI,EM.5633,Government,0,0,0,1,0,1
Songwe,Mbozi,Magamba,MAGAMBA,EM.6810,Government,0,0,0,2,5,7
Songwe,Mbozi,Magamba,IWALANJE,EM.5635,Government,0,0,0,0,2,2
Songwe,Mbozi,Mlowo,IFUNGO,EM.5630,Government,0,2,2,0,1,1
Songwe,Mbozi,Msia,WASA,EM.1429,Government,1,1,2,1,2,3
Songwe,Mbozi,Msia,IBEMBWA,EM.7476,Government,2,2,4,1,0,1
Songwe,Mbozi,Nambinzo,ILALANGURU,EM.17249,Government,1,1,2,2,2,4
Songwe,Mbozi,Nambinzo,UTAMBALILA,EM.5647,Government,0,0,0,4,1,5
Songwe,Mbozi,Nanyala,MALEMA,EM.18146,Government,0,3,3,5,5,10
Songwe,Mbozi,Nanyala,SONGWE,EM.2326,Government,7,6,13,0,0,0
Songwe,Mbozi,Ukwile,MWEMBE,EM.1762,Government,1,1,2,0,0,0
Songwe,Mbozi,Ukwile,MPONELA,EM.5640,Government,1,1,2,0,0,0
Songwe,Mbozi,Vwawa,HALOLI,EM.2845,Government,1,2,3,6,13,19
Songwe,Momba,Chitete,KITETE,EM.1431,Government,9,8,17,1,1,2
Songwe,Momba,Ikana,NYENJELE,EM.7499,Government,9,13,22,4,3,7
Songwe,Momba,Ikana,IPANGA,EM.15179,Government,1,3,4,0,0,0
Songwe,Momba,Ivuna,ITUMBULA,EM.5651,Government,9,14,23,0,0,0
Songwe,Momba,Ivuna,KALUNGU,EM.17252,Government,6,4,10,3,2,5
Songwe,Momba,Ivuna,NAIMBA,EM.18212,Government,5,9,14,0,0,0
Songwe,Momba,Ivuna,SAMANG'OMBE,EM.4509,Government,2,4,6,3,3,6
Songwe,Momba,Ivuna,IVUNA,EM.1928,Government,5,6,11,0,0,0
Songwe,Momba,Ivuna,LWATWE,EM.6820,Government,1,3,4,0,0,0
Songwe,Momba,Kamsamba,KAMSAMBA,EM.423,Government,5,4,9,0,0,0
Songwe,Momba,Kapele,KAPELE,EM.2439,Government,3,3,6,0,0,0
Songwe,Momba,Mkomba,MKOMBA),S.5447,Government,1,26,27,0,0,0
Songwe,Momba,Mpapa,MASANYINTA,EM.2327,Government,8,8,16,0,0,0
Songwe,Momba,Msangano,CHINDI,EM.3000,Government,9,10,19,0,0,0
Songwe,Momba,Myunga,ISUNDA,EM.11513,Government,3,7,10,0,0,0
Songwe,Momba,Nkangamo,CHIWANDA,EM.1849,Government,12,15,27,0,0,0
Songwe,Momba,Nkangamo,ISANGA,EM.5650,Government,14,11,25,0,0,0
Songwe,Momba,Nkangamo,NKANGAMO,EM.5654,Government,3,6,9,0,0,0
Songwe,Songwe,Chang'ombe,WANZANI,EM.9221,Government,0,0,0,2,0,2
Songwe,Songwe,Galula,GALULA,EM.540,Government,0,1,1,1,0,1
Songwe,Songwe,Kanga,KANGA,EM.2189,Government,15,12,27,2,4,6
Songwe,Songwe,Mbangala,MBANGALA,EM.5659,Government,49,72,121,0,0,0
Songwe,Songwe,Mbuyuni,MBUYUNI,EM.3001,Government,0,0,0,11,6,17
Songwe,Songwe,Mkwajuni,MKWAJUNI,EM.4002,Government,17,14,31,0,0,0
Songwe,Songwe,Mkwajuni,OSTERBAY,EM.14944,Government,14,11,25,0,1,1
Songwe,Songwe,Mkwajuni,KALOLENI,EM.10700,Government,15,10,25,0,0,0
Songwe,Songwe,Mkwajuni,MAWENI,EM.12320,Government,5,6,11,3,4,7
Songwe,Songwe,Mwambani,MWAMBANI,EM.372,Government,4,4,8,4,6,10
Songwe,Songwe,Namkukwe,MHEZA,EM.9415,Government,12,15,27,0,0,0
Songwe,Songwe,Saza,SAZA,EM.8181,Government,31,29,60,3,12,15
Songwe,Tunduma TC,Chiwezi,CHIWEZI,EM.5661,Government,17,12,29,17,12,29
Songwe,Tunduma TC,Chiwezi,NAMOLE,EM.7506,Government,4,6,10,0,0,0
Songwe,Tunduma TC,Katete,MPEMBA,EM.14945,Government,3,4,7,3,0,3
Songwe,Tunduma TC,Majengo,MAJENGO,EM.11516,Government,3,6,9,0,0,0
Songwe,Tunduma TC,Maporomoko,MAPOROMOKO,EM.7504,Government,9,5,14,0,0,0
Songwe,Tunduma TC,Mpande,MPANDE,EM.5662,Government,3,5,8,0,0,0
Songwe,Tunduma TC,Mpemba,KATENJELE,EM.15382,Government,7,11,18,3,2,5
Songwe,Tunduma TC,Muungano,MKOMBOZI,EM.15384,Government,9,14,23,0,0,0
Songwe,Tunduma TC,Tunduma,MWAKA,EM.4511,Government,3,5,8,0,0,0
Songwe,Tunduma TC,Uwanjani,UMOJA,EM.15388,Government,19,13,32,0,0,0
Songwe,Tunduma TC,Uwanjani,MLIMANI,EM.13455,Government,13,17,30,0,0,0
Tabora,Igunga,Chomachankola,CHIBISO,EM.8182,Government,6,0,6,15,5,20
Tabora,Igunga,Iborogelo,BULUNDE,EM.8420,Government,5,7,12,0,1,1
Tabora,Igunga,Igunga,MWANZUGI,EM.3222,Government,37,26,63,16,8,24
Tabora,Igunga,Igunga,CHIPUKIZI,EM.5664,Government,31,23,54,0,0,0
Tabora,Igunga,Igunga,IGUNGA,EM.1435,Government,12,14,26,2,1,3
Tabora,Igunga,Igunga,MAKOMERO,EM.5668,Government,5,5,10,0,0,0
Tabora,Igunga,Mbutu,GANYAWA,EM.14946,Government,18,9,27,0,0,0
Tabora,Igunga,Mbutu,MGONDAMVELA,EM.2594,Government,7,4,11,0,0,0
Tabora,Igunga,Mwamashimba,JOGOHYA,EM.7509,Government,2,2,4,0,0,0
Tabora,Igunga,Nguvumoja,NGUVUMOJA,EM.5672,Government,20,14,34,1,3,4
Tabora,Igunga,Nguvumoja,MAWENI,EM.12937,Government,10,2,12,0,0,0
Tabora,Igunga,Nyandekwa,NYANDEKWA,EM.6847,Government,13,6,19,0,0,0
Tabora,Igunga,Simbo,USHIRIKA,EM.10539,Government,4,3,7,0,0,0
Tabora,Kaliua,Igagala,SUSUTILA,EM.15897,Government,13,7,20,0,0,0
Tabora,Kaliua,Igagala,IGAGALA,EM.3708,Government,9,5,14,0,0,0
Tabora,Kaliua,Ilege,ILEGE,EM.15893,Government,18,15,33,0,0,0
Tabora,Kaliua,Kamsekwa,IMALAMPAKA,EM.5676,Government,18,17,35,0,0,0
Tabora,Kaliua,Kamsekwa,KAMSEKWA,EM.5677,Government,5,8,13,0,0,0
Tabora,Kaliua,Kashishi,BUSONDI,EM.14730,Government,66,54,120,0,0,0
Tabora,Kaliua,Kashishi,KAGERA,EM.14533,Government,15,29,44,0,0,0
Tabora,Kaliua,Kashishi,KASHISHI,EM.8265,Government,14,18,32,0,0,0
Tabora,Kaliua,Kazaroho,KAZAROHO,EM.4522,Government,20,15,35,0,0,0
Tabora,Kaliua,Kona nne,KING'WANGOKO,EM.10876,Government,25,9,34,0,0,0
Tabora,Kaliua,Milambo,MILAMBO,EM.4006,Government,13,11,24,0,0,0
Tabora,Kaliua,Sasu,SASU,EM.8672,Government,34,35,69,0,0,0
Tabora,Kaliua,Ufukutwa,IBUMBA,EM.19529,Government,30,42,72,0,0,0
Tabora,Kaliua,Ufukutwa,MTAPENDA,EM.14948,Government,9,7,16,0,0,0
Tabora,Kaliua,Ukumbi Siganga,LUMBE,EM.10019,Government,4,5,9,0,0,0
Tabora,Kaliua,Usenye,MABOHA,EM.7519,Government,15,10,25,0,0,0
Tabora,Kaliua,Ushokola,MAKUBI,EM.12324,Government,7,12,19,0,0,0
Tabora,Kaliua,Ushokola,KATUTUBILA,EM.13460,Government,9,6,15,0,0,0
Tabora,Kaliua,Ushokola,IMALAUPINA,EM.8264,Government,5,5,10,0,0,0
Tabora,Kaliua,Usinge,MAJENGO,EM.14267,Government,55,66,121,0,0,0
Tabora,Kaliua,Usinge,USINGE,EM.3709,Government,14,12,26,0,0,0
Tabora,Kaliua,Usinge,MALANGA,EM.17911,Government,10,3,13,0,0,0
Tabora,Kaliua,Zugimlole,ZUGIMLOLE,EM.3711,Government,81,52,133,0,0,0
Tabora,Kaliua,Zugimlole,KANGEME,EM.7999,Government,23,28,51,0,0,0
Tabora,Nzega,Budushi,BUDUSHI,EM.801,Government,5,2,7,0,0,0
Tabora,Nzega,Igusule,MWANZWILO,EM.8005,Government,34,40,74,32,23,55
Tabora,Nzega,Igusule,WELA II,EM.5703,Government,14,18,32,9,15,24
Tabora,Nzega,Ikindwa,ISHINDE,EM.14269,Government,3,1,4,0,0,0
Tabora,Nzega,Isagenhe,ISAGENHE,EM.3389,Government,13,1,14,3,3,6
Tabora,Nzega,Isanzu,ISANZU,EM.2442,Government,0,0,0,30,29,59
Tabora,Nzega,Itobo,ITOBO,EM.73,Government,2,2,4,0,0,0
Tabora,Nzega,Kahamanhalanga,KAHAMA YA HALANGA,EM.3004,Government,65,31,96,0,0,0
Tabora,Nzega,Karitu,IDUBULA,EM.1162,Government,7,1,8,0,0,0
Tabora,Nzega,Mambali,ITUMBILI,EM.14271,Government,16,4,20,8,4,12
Tabora,Nzega,Mambali,UNAMBEWA,EM.3228,Government,5,5,10,0,0,0
Tabora,Nzega,Mambali,GULYAMBI,EM.12941,Government,5,3,8,0,0,0
Tabora,Nzega,Mbagwa,NKUGE,EM.9329,Government,21,13,34,11,4,15
Tabora,Nzega,Mbagwa,MBAGWA,EM.4534,Government,21,7,28,0,0,0
Tabora,Nzega,Mbutu,NKINDU,EM.8006,Government,4,6,10,0,0,0
Tabora,Nzega,Mwakashanhala,KIGANDU,EM.8004,Government,0,1,1,0,0,0
Tabora,Nzega,Mwamala,MWAMALA,EM.2736,Government,25,21,46,5,3,8
Tabora,Nzega,Mwantundu,MWANTUNDU,EM.12329,Government,7,8,15,0,0,0
Tabora,Nzega,Nata,MWAMALULU,EM.15898,Government,3,2,5,0,0,0
Tabora,Nzega,Puge,UPUNGU,EM.166,Government,1,0,1,4,3,7
Tabora,Nzega,Puge,KIPUGALA,EM.1763,Government,5,3,8,0,0,0
Tabora,Nzega,Puge,BUSONDO,EM.8673,Government,3,2,5,0,0,0
Tabora,Nzega,Semembela,KASANGA,EM.8423,Government,30,29,59,45,35,80
Tabora,Nzega,Semembela,MBOOGA,EM.7525,Government,15,15,30,49,40,89
Tabora,Nzega,Ugembe,IBELAFINGA,EM.16544,Government,13,11,24,0,0,0
Tabora,Nzega,Utwigu,MWAMBAHA,EM.5697,Government,4,2,6,0,0,0
Tabora,Nzega,Wela,WELA I,EM.1850,Government,0,0,0,2,0,2
Tabora,Nzega TC,Itilo,ITILO,EM.6871,Government,4,3,7,0,0,0
Tabora,Nzega TC,Kitangili,KITANGILI,EM.8960,Government,3,3,6,3,4,7
Tabora,Nzega TC,Mbogwe,MBOGWE,EM.976,Government,5,7,12,0,1,1
Tabora,Nzega TC,Mbogwe,BUGEGELEMA,EM.14276,Government,7,2,9,0,0,0
Tabora,Nzega TC,Mwanzoli,IDUDUMO,EM.8675,Government,14,9,23,3,3,6
Tabora,Nzega TC,Nzega Mjini Magharibi,IMELI,EM.2522,Government,17,13,30,0,0,0
Tabora,Nzega TC,Nzega Mjini Mashariki,NYASA I,EM.977,Government,13,8,21,0,0,0
Tabora,Nzega TC,Nzega Ndogo,IKULU,EM.16545,Government,5,4,9,3,5,8
Tabora,Nzega TC,Nzega Ndogo,NZEGA NDOGO,EM.978,Government,9,3,12,1,3,4
Tabora,Nzega TC,Uchama,UCHAMA,EM.4015,Government,11,8,19,7,4,11
Tabora,Sikonge,Igigwa,WANKOLONGO,EM.16551,Government,30,26,56,0,0,0
Tabora,Sikonge,Igigwa,UYEGA-Msingi(TWM),0,Government,4,3,7,0,0,0
Tabora,Sikonge,Kilumbi,BARAZANI,EM.13835,Government,4,4,8,0,0,0
Tabora,Sikonge,Kilumbi,MWAMALUGU,EM.13846,Government,0,0,0,3,3,6
Tabora,Sikonge,Kipili,KIPILI,EM.10392,Government,7,3,10,0,0,0
Tabora,Sikonge,Misheni,IYOMBAKUZOVA,EM.6875,Government,11,4,15,0,0,0
Tabora,Sikonge,Misheni,ULILWANSIMBA,EM.18074,Government,1,5,6,0,0,0
Tabora,Sikonge,Mkolye,ISUNDA,EM.11067,Government,2,2,4,0,0,0
Tabora,Sikonge,Sikonge,MAJENGO,EM.12946,Government,1,1,2,1,1,2
Tabora,Tabora MC,Gongoni,TOWN SCHOOL,EM.374,Government,8,7,15,1,0,1
Tabora,Tabora MC,Ikomwa,IGOMBE 'B',EM.9423,Government,10,8,18,0,0,0
Tabora,Tabora MC,Ikomwa,KAPUNZE,EM.15397,Government,5,1,6,0,0,0
Tabora,Tabora MC,Ikomwa,IGOMBE 'A',EM.9422,Government,4,2,6,0,0,0
Tabora,Tabora MC,Kabila,IGOSHA,EM.9424,Government,4,5,9,0,0,0
Tabora,Tabora MC,Kakola,KAKOLA,EM.9434,Government,4,2,6,0,0,0
Tabora,Tabora MC,Kiloleni,JAMHURI,EM.13850,Government,13,8,21,0,0,0
Tabora,Tabora MC,Kitete,ITETEMIA,EM.9574,Government,22,32,54,0,0,0
Tabora,Tabora MC,Mbugani,MIYEMBA,EM.13468,Government,4,7,11,0,0,0
