S/N,REGION,COUNCIL,SCHOOL NAME,Reg#," July, 2022 "," Augut, 2022 "," September, 2022 "," October, 2022 "," November, 2022 "," December, 2022 "," January, 2023 "," February, 2023 "," March, 2023 "," April, 2023 "," May, 2023 "," June, 2023 ", TOTAL 
13026,Ruvuma,Tunduru DC, MBUNGULAJI , EM.5463 ,"222,288.01","221,096.80","186,959.08","185,820.73","185,717.00","185,346.00","185,193.00","185,044.00","184,873.00","184,873.00","184,873.00","184,835.00","2,296,918.62"
13027,Ruvuma,Tunduru DC, MCHAMALA , EM.16511 ,"258,558.78","257,173.20","239,652.15","239,200.13","239,066.00","238,589.00","238,392.00","238,200.00","237,980.00","237,980.00","237,980.00","237,931.00","2,900,702.26"
13028,Ruvuma,Tunduru DC, MCHANGANI , EM.3192 ,"359,080.63","357,156.37","645,996.81","642,063.51","641,704.00","640,423.00","639,895.00","639,379.00","638,788.00","638,788.00","638,788.00","638,658.00","7,120,720.32"
13029,Ruvuma,Tunduru DC, MCHEKENI , EM.13413 ,"143,528.62","142,759.47","136,799.32","135,966.39","135,890.00","135,619.00","135,507.00","135,398.00","135,273.00","135,273.00","135,273.00","135,245.00","1,642,531.81"
13030,Ruvuma,Tunduru DC, MCHENGAMOTO , EM.14707 ,"132,647.39","131,936.55","122,106.06","122,369.75","122,301.00","122,057.00","121,956.00","121,858.00","121,746.00","121,746.00","121,746.00","121,721.00","1,484,190.76"
13031,Ruvuma,Tunduru DC, MCHOTEKA , EM.2178 ,"376,697.86","374,679.19","366,318.19","366,102.10","365,897.00","365,167.00","364,866.00","364,571.00","364,235.00","364,235.00","364,235.00","364,160.00","4,401,163.34"
13032,Ruvuma,Tunduru DC, MDABWA , EM.12883 ,"248,713.86","247,381.03","227,998.87","227,617.81","227,490.00","227,036.00","226,849.00","226,666.00","226,457.00","226,457.00","226,457.00","226,411.00","2,765,534.57"
13033,Ruvuma,Tunduru DC, MDINGULA , EM.12265 ,"73,059.70","72,668.18","73,972.97","73,522.57","73,481.00","73,335.00","73,274.00","73,215.00","73,148.00","73,148.00","73,148.00","73,133.00","879,105.41"
13034,Ruvuma,Tunduru DC, MILONDE , EM.9939 ,"552,352.02","549,392.05","570,503.85","569,548.10","569,229.00","568,093.00","567,624.00","567,167.00","566,643.00","566,643.00","566,643.00","566,527.00","6,780,365.02"
13035,Ruvuma,Tunduru DC, MINDU , EM.2977 ,"159,073.24","158,220.79","164,665.85","164,670.41","164,578.00","164,250.00","164,114.00","163,982.00","163,830.00","163,830.00","163,830.00","163,797.00","1,958,841.28"
13036,Ruvuma,Tunduru DC, MISECHELA , EM.1755 ,"329,027.71","327,264.49","291,838.56","290,061.63","289,899.00","289,321.00","289,082.00","288,849.00","288,582.00","288,582.00","288,582.00","288,523.00","3,549,612.39"
13037,Ruvuma,Tunduru DC, MISUFINI , EM.18499 ,,,,"360,059.14","359,857.00","359,139.00","358,843.00","358,554.00","358,223.00","358,223.00","358,223.00","358,149.00","3,229,270.14"
13038,Ruvuma,Tunduru DC, MISYAJE , EM.5464 ,"189,126.16","188,112.66","125,652.71","124,887.65","124,818.00","124,569.00","124,466.00","124,365.00","124,251.00","124,251.00","124,251.00","124,225.00","1,622,975.18"
13039,Ruvuma,Tunduru DC, MITWANA , EM.9940 ,"200,525.55","199,450.96","192,532.38","191,360.10","191,253.00","190,871.00","190,714.00","190,560.00","190,384.00","190,384.00","190,384.00","190,345.00","2,308,763.99"
13040,Ruvuma,Tunduru DC, MJIMWEMA , EM.16512 ,"128,502.16","127,813.53","125,146.05","125,391.23","125,321.00","125,071.00","124,968.00","124,867.00","124,752.00","124,752.00","124,752.00","124,726.00","1,506,061.97"
13041,Ruvuma,Tunduru DC, MKAMBALA , EM.14913 ,"149,228.31","148,428.62","150,479.26","149,563.03","149,479.00","149,181.00","149,058.00","148,938.00","148,800.00","148,800.00","148,800.00","148,770.00","1,789,525.22"
13042,Ruvuma,Tunduru DC, MKANDU , EM.10225 ,"174,617.85","173,682.10","181,385.77","181,288.52","181,187.00","180,825.00","180,676.00","180,531.00","180,364.00","180,364.00","180,364.00","180,327.00","2,155,612.25"
13043,Ruvuma,Tunduru DC, MKASALE , EM.7934 ,"159,073.24","158,220.79","161,625.87","164,166.83","164,075.00","163,747.00","163,612.00","163,480.00","163,329.00","163,329.00","163,329.00","163,296.00","1,951,283.72"
13044,Ruvuma,Tunduru DC, MKOLOLA , EM.7935 ,"365,298.48","363,340.89","370,371.50","368,116.41","367,910.00","367,176.00","366,873.00","366,577.00","366,239.00","366,239.00","366,239.00","366,164.00","4,400,544.29"
13045,Ruvuma,Tunduru DC, MKOWELA , EM.2834 ,"133,165.54","132,451.93","124,132.72","124,384.07","124,314.00","124,066.00","123,964.00","123,864.00","123,750.00","123,750.00","123,750.00","123,724.00","1,505,316.26"
13046,Ruvuma,Tunduru DC, MLINGOTI , EM.2512 ,"848,217.88","843,672.40","806,609.35","805,223.18","804,772.00","803,166.00","802,504.00","801,857.00","801,116.00","801,116.00","801,116.00","800,952.00","9,720,321.81"
13047,Ruvuma,Tunduru DC, MNAZIMMOJA , EM.16513 ,"166,327.39","165,436.07","154,532.57","154,598.82","154,512.00","154,204.00","154,077.00","153,952.00","153,810.00","153,810.00","153,810.00","153,779.00","1,872,848.85"
13048,Ruvuma,Tunduru DC, MNEMASI , EM.10226 ,"87,049.85","86,583.36","89,679.56","89,133.52","89,084.00","88,906.00","88,832.00","88,761.00","88,679.00","88,679.00","88,679.00","88,661.00","1,062,727.29"
13049,Ruvuma,Tunduru DC, MOLANDI , EM.7936 ,"433,694.79","431,370.68","406,344.66","409,913.49","409,684.00","408,866.00","408,529.00","408,200.00","407,823.00","407,823.00","407,823.00","407,739.00","4,947,810.61"
13050,Ruvuma,Tunduru DC, MPANJI , EM.9941 ,"112,439.39","111,836.84","102,346.16","102,730.16","102,673.00","102,468.00","102,383.00","102,301.00","102,206.00","102,206.00","102,206.00","102,185.00","1,247,980.55"
13051,Ruvuma,Tunduru DC, MRUSHA , EM.10227 ,"227,987.70","226,765.95","263,465.36","262,868.35","262,721.00","262,197.00","261,981.00","261,769.00","261,527.00","261,527.00","261,527.00","261,474.00","3,075,810.37"
13052,Ruvuma,Tunduru DC, MSAGULA , EM.7937 ,"262,704.01","261,296.22","237,118.83","237,185.81","237,053.00","236,580.00","236,385.00","236,194.00","235,976.00","235,976.00","235,976.00","235,928.00","2,888,372.87"
13053,Ruvuma,Tunduru DC, MSAMALA , EM.1377 ,"215,552.01","214,396.90","211,278.96","210,999.69","210,881.00","210,461.00","210,287.00","210,117.00","209,923.00","209,923.00","209,923.00","209,881.00","2,533,623.56"
13054,Ruvuma,Tunduru DC, MSAMARIA , EM.6648 ,"266,849.24","265,419.23","265,998.69","264,379.09","264,231.00","263,704.00","263,486.00","263,274.00","263,031.00","263,031.00","263,031.00","262,977.00","3,169,411.26"
13055,Ruvuma,Tunduru DC, MSINJI , EM.3962 ,"259,076.93","257,688.58","279,171.95","278,479.31","278,323.00","277,768.00","277,539.00","277,315.00","277,059.00","277,059.00","277,059.00","277,002.00","3,293,540.78"
13056,Ruvuma,Tunduru DC, MSINJILI , EM.11052 ,"77,723.08","77,306.57","72,452.98","73,522.57","73,481.00","73,335.00","73,274.00","73,215.00","73,148.00","73,148.00","73,148.00","73,133.00","886,887.20"
13057,Ruvuma,Tunduru DC, MTAMBALALA , EM.7938 ,"334,727.40","332,933.64","336,425.00","337,398.08","337,209.00","336,536.00","336,259.00","335,987.00","335,677.00","335,677.00","335,677.00","335,608.00","4,030,114.13"
13058,Ruvuma,Tunduru DC, MTINA , EM.1378 ,"484,473.87","481,877.64","487,917.59","485,953.95","485,681.00","484,712.00","484,313.00","483,922.00","483,475.00","483,475.00","483,475.00","483,376.00","5,812,652.05"
13059,Ruvuma,Tunduru DC, MTONYA , EM.2426 ,"158,036.93","157,190.03","169,225.83","169,202.62","169,108.00","168,770.00","168,631.00","168,495.00","168,340.00","168,340.00","168,340.00","168,305.00","2,001,984.41"
13060,Ruvuma,Tunduru DC, MTOTELA , EM.1379 ,"426,958.79","424,670.78","417,491.27","414,949.28","414,717.00","413,889.00","413,548.00","413,214.00","412,833.00","412,833.00","412,833.00","412,748.00","4,990,685.11"
13061,Ruvuma,Tunduru DC, MTWARO , EM.1840 ,"289,129.86","287,580.45","271,571.99","269,918.46","269,767.00","269,229.00","269,007.00","268,790.00","268,542.00","268,542.00","268,542.00","268,487.00","3,269,106.77"
13062,Ruvuma,Tunduru DC, MUHUWESI , EM.7939 ,"580,332.33","577,222.41","535,037.36","533,793.98","533,495.00","532,430.00","531,991.00","531,562.00","531,071.00","531,071.00","531,071.00","530,963.00","6,480,040.08"
13063,Ruvuma,Tunduru DC, MUUNGANO , EM.3639 ,"878,270.81","873,564.28","888,182.28","885,292.27","884,796.00","883,030.00","882,302.00","881,591.00","880,777.00","880,777.00","880,777.00","880,597.00","10,579,956.64"
13064,Ruvuma,Tunduru DC, MWANGAZA , EM.9942 ,"120,211.70","119,567.50","118,052.75","117,333.96","117,268.00","117,034.00","116,938.00","116,843.00","116,735.00","116,735.00","116,735.00","116,712.00","1,410,165.91"
13065,Ruvuma,Tunduru DC, MWENGE , EM.5465 ,"235,241.86","233,981.23","232,052.19","231,142.86","231,013.00","230,552.00","230,362.00","230,176.00","229,964.00","229,964.00","229,964.00","229,917.00","2,774,330.14"
13066,Ruvuma,Tunduru DC, MWONGOZO , EM.6649 ,"207,261.55","206,150.86","192,025.72","192,367.26","192,259.00","191,876.00","191,718.00","191,563.00","191,386.00","191,386.00","191,386.00","191,347.00","2,330,726.39"
13067,Ruvuma,Tunduru DC, NAIKULA , EM.3963 ,"167,363.70","166,466.82","178,345.79","177,259.89","177,160.00","176,807.00","176,661.00","176,519.00","176,356.00","176,356.00","176,356.00","176,320.00","2,101,971.19"
13068,Ruvuma,Tunduru DC, NAKAPANYA , EM.2427 ,"594,322.49","591,137.60","548,210.62","546,887.04","546,580.00","545,490.00","545,040.00","544,600.00","544,097.00","544,097.00","544,097.00","543,986.00","6,638,544.75"
13069,Ruvuma,Tunduru DC, NAKAYAYA , EM.7940 ,"614,012.33","610,721.93","611,036.98","607,316.54","606,976.00","605,765.00","605,265.00","604,777.00","604,219.00","604,219.00","604,219.00","604,095.00","7,282,622.79"
13070,Ruvuma,Tunduru DC, NALASI , EM.790 ,"510,899.71","508,161.87","514,264.13","513,650.81","513,363.00","512,338.00","511,916.00","511,503.00","511,031.00","511,031.00","511,031.00","510,926.00","6,140,115.52"
13071,Ruvuma,Tunduru DC, NALUWALE , EM.4443 ,"158,036.93","157,190.03","147,439.27","146,541.55","146,459.00","146,167.00","146,047.00","145,929.00","145,794.00","145,794.00","145,794.00","145,764.00","1,776,955.79"
13072,Ruvuma,Tunduru DC, NAMAKAMBALE , EM.7941 ,"599,504.03","596,291.37","564,423.88","560,987.26","560,673.00","559,554.00","559,093.00","558,642.00","558,126.00","558,126.00","558,126.00","558,012.00","6,791,558.53"
13073,Ruvuma,Tunduru DC, NAMAKUNGWA , EM.7942 ,"346,126.78","344,271.94","318,185.09","317,758.49","317,580.00","316,947.00","316,685.00","316,430.00","316,138.00","316,138.00","316,138.00","316,073.00","3,858,471.31"
13074,Ruvuma,Tunduru DC, NAMASAKATA , EM.2703 ,"252,859.09","251,504.05","247,252.11","247,257.40","247,119.00","246,626.00","246,422.00","246,224.00","245,996.00","245,996.00","245,996.00","245,946.00","2,969,197.65"
13075,Ruvuma,Tunduru DC, NAMASALAU , EM.2978 ,"272,548.93","271,088.38","219,892.25","219,560.54","219,437.00","219,000.00","218,819.00","218,643.00","218,441.00","218,441.00","218,441.00","218,396.00","2,732,708.11"
13076,Ruvuma,Tunduru DC, NAMATANDA , EM.10368 ,"81,868.31","81,429.59","84,106.25","83,594.15","83,547.00","83,381.00","83,312.00","83,245.00","83,168.00","83,168.00","83,168.00","83,151.00","997,138.30"
13077,Ruvuma,Tunduru DC, NAMBARAPI , EM.10369 ,"140,937.85","140,182.59","134,266.00","134,959.23","134,884.00","134,614.00","134,503.00","134,395.00","134,271.00","134,271.00","134,271.00","134,243.00","1,625,797.67"
13078,Ruvuma,Tunduru DC, NAMIUNGO , EM.9306 ,"738,369.26","734,412.45","688,049.93","683,860.59","683,477.00","682,113.00","681,551.00","681,001.00","680,372.00","680,372.00","680,372.00","680,233.00","8,294,183.23"
13079,Ruvuma,Tunduru DC, NAMPUNGU , EM.329 ,"153,373.55","152,551.64","148,959.26","148,052.29","147,969.00","147,674.00","147,552.00","147,433.00","147,297.00","147,297.00","147,297.00","147,267.00","1,782,722.74"
13080,Ruvuma,Tunduru DC, NAMWINYU , EM.4444 ,"455,975.40","453,531.90","441,304.49","439,624.66","439,378.00","438,501.00","438,140.00","437,787.00","437,382.00","437,382.00","437,382.00","437,293.00","5,293,681.45"
13081,Ruvuma,Tunduru DC, NANDEMBO , EM.3640 ,"231,096.63","229,858.21","226,478.88","225,099.91","224,974.00","224,525.00","224,340.00","224,159.00","223,952.00","223,952.00","223,952.00","223,906.00","2,706,293.63"
13082,Ruvuma,Tunduru DC, NANGOLOMBE , EM.13414 ,"271,512.63","270,057.63","219,385.58","218,553.38","218,431.00","217,995.00","217,815.00","217,640.00","217,439.00","217,439.00","217,439.00","217,394.00","2,721,101.22"
13083,Ruvuma,Tunduru DC, NANGUNGURU , EM.8248 ,"423,849.86","421,578.51","403,304.67","402,359.80","402,134.00","401,332.00","401,001.00","400,678.00","400,307.00","400,307.00","400,307.00","400,226.00","4,857,384.85"
13084,Ruvuma,Tunduru DC, NANJOKA , EM.7391 ,"836,818.50","832,334.11","844,609.16","841,480.88","841,009.00","839,331.00","838,639.00","837,963.00","837,189.00","837,189.00","837,189.00","837,018.00","10,060,769.65"
13085,Ruvuma,Tunduru DC, NASOMBA , EM.6650 ,"140,419.70","139,667.21","162,639.20","161,648.93","161,558.00","161,236.00","161,103.00","160,973.00","160,824.00","160,824.00","160,824.00","160,792.00","1,892,509.03"
13086,Ruvuma,Tunduru DC, NASYA , EM.3641 ,"287,057.24","285,518.94","305,011.83","304,161.85","303,991.00","303,385.00","303,135.00","302,890.00","302,610.00","302,610.00","302,610.00","302,549.00","3,605,529.86"
13087,Ruvuma,Tunduru DC, NDENYENDE , EM.1380 ,"273,067.09","271,603.76","259,918.72","260,350.46","260,204.00","259,685.00","259,471.00","259,262.00","259,022.00","259,022.00","259,022.00","258,970.00","3,139,598.02"
13088,Ruvuma,Tunduru DC, NGAPA , EM.4445 ,"322,809.86","321,079.97","331,865.03","332,362.29","332,176.00","331,513.00","331,240.00","330,973.00","330,667.00","330,667.00","330,667.00","330,599.00","3,956,619.14"
13089,Ruvuma,Tunduru DC, NGATUNI , EM.10228 ,"330,582.17","328,810.62","297,918.53","296,104.58","295,939.00","295,348.00","295,105.00","294,867.00","294,594.00","294,594.00","294,594.00","294,534.00","3,612,990.90"
13090,Ruvuma,Tunduru DC, NJENGA , EM.4446 ,"277,212.32","275,726.78","288,291.91","286,536.58","286,376.00","285,804.00","285,569.00","285,339.00","285,075.00","285,075.00","285,075.00","285,017.00","3,411,097.58"
13091,Ruvuma,Tunduru DC, NYERERE , EM.13415 ,"308,301.55","306,649.41","311,091.80","310,708.38","310,534.00","309,915.00","309,659.00","309,409.00","309,123.00","309,123.00","309,123.00","309,060.00","3,712,697.14"
13092,Ruvuma,Tunduru DC, RUANDA , EM.13416 ,"291,202.47","289,641.96","270,052.00","268,911.31","268,761.00","268,224.00","268,003.00","267,787.00","267,540.00","267,540.00","267,540.00","267,485.00","3,262,687.74"
13093,Ruvuma,Tunduru DC, SAUTIMOJA , EM.10370 ,"72,023.39","71,637.42","72,452.98","72,011.83","71,971.00","71,828.00","71,769.00","71,711.00","71,645.00","71,645.00","71,645.00","71,630.00","861,969.62"
13094,Ruvuma,Tunduru DC, SEMENI , EM.5466 ,"476,701.56","474,146.98","513,757.46","511,636.49","511,350.00","510,329.00","509,908.00","509,497.00","509,027.00","509,027.00","509,027.00","508,923.00","6,053,330.49"
13095,Ruvuma,Tunduru DC, SONGAMBELE , EM.10371 ,"152,337.24","151,520.88","119,066.08","118,341.12","118,275.00","118,039.00","117,941.00","117,846.00","117,737.00","117,737.00","117,737.00","117,713.00","1,484,290.32"
13096,Ruvuma,Tunduru DC, TEMEKE , EM.16934 ,"92,231.39","91,737.13","87,146.24","88,126.36","88,077.00","87,901.00","87,829.00","87,758.00","87,677.00","87,677.00","87,677.00","87,659.00","1,061,496.12"
13097,Ruvuma,Tunduru DC, TINGINYA , EM.3193 ,"591,731.72","588,560.71","554,797.26","553,433.57","553,123.00","552,020.00","551,564.00","551,120.00","550,611.00","550,611.00","550,611.00","550,498.00","6,698,681.25"
13098,Ruvuma,Tunduru DC, TULIENI , EM.10372 ,"321,773.55","320,049.21","267,518.68","268,407.73","268,257.00","267,722.00","267,501.00","267,286.00","267,039.00","267,039.00","267,039.00","266,984.00","3,316,616.17"
13099,Ruvuma,Tunduru DC, TULIVU , EM.10373 ,"97,931.08","97,406.28","78,532.95","79,565.52","79,521.00","79,362.00","79,297.00","79,233.00","79,160.00","79,160.00","79,160.00","79,143.00","987,471.83"
13100,Ruvuma,Tunduru DC, TUMAINI , EM.10523 ,"45,597.54","45,353.19","37,999.81","39,782.76","39,760.00","39,681.00","39,648.00","39,616.00","39,580.00","39,580.00","39,580.00","39,572.00","485,750.30"
13101,Ruvuma,Tunduru DC, TUNDURU MCHANGANYIKO , EM.1918 ,"876,716.35","872,018.15","803,569.36","810,258.97","809,805.00","808,189.00","807,522.00","806,871.00","806,126.00","806,126.00","806,126.00","805,961.00","9,819,288.83"
13102,Ruvuma,Tunduru DC, TUPENDANE , EM.17234 ,"109,848.62","109,259.96","105,892.81","105,751.64","105,692.00","105,481.00","105,394.00","105,309.00","105,212.00","105,212.00","105,212.00","105,191.00","1,273,456.02"
13103,Ruvuma,Tunduru DC, TUWEMACHO , EM.8249 ,"243,532.32","242,227.26","229,012.20","227,617.81","227,490.00","227,036.00","226,849.00","226,666.00","226,457.00","226,457.00","226,457.00","226,411.00","2,756,212.59"
13104,Ruvuma,Tunduru DC, UMOJA , EM.13417 ,"361,153.25","359,217.88","382,531.44","382,216.63","382,002.00","381,240.00","380,926.00","380,619.00","380,267.00","380,267.00","380,267.00","380,189.00","4,530,896.20"
13105,Ruvuma,Tunduru DC, WENJE , EM.3642 ,"177,726.78","176,774.36","181,385.77","181,288.52","181,187.00","180,825.00","180,676.00","180,531.00","180,364.00","180,364.00","180,364.00","180,327.00","2,161,813.43"
13106,Shinyanga,Kahama TC, BOMANI , EM.18642 ,"362,707.71","360,764.01","504,637.51","501,564.91","501,284.00","500,283.00","499,871.00","499,468.00","499,006.00","499,006.00","499,006.00","498,905.00","5,726,503.13"
13107,Shinyanga,Kahama TC, BUDUBA , EM.13418 ,"211,406.78","210,273.88","208,745.64","207,474.64","207,358.00","206,945.00","206,774.00","206,607.00","206,416.00","206,416.00","206,416.00","206,374.00","2,491,206.93"
13108,Shinyanga,Kahama TC, BUDUSHI , EM.18046 ,"321,255.40","319,533.84","349,598.27","347,469.66","347,275.00","346,582.00","346,296.00","346,017.00","345,697.00","345,697.00","345,697.00","345,627.00","4,106,745.17"
13109,Shinyanga,Kahama TC, BUDUTU , EM.18044 ,"182,908.32","181,928.14","268,532.01","266,896.99","266,747.00","266,215.00","265,996.00","265,781.00","265,536.00","265,536.00","265,536.00","265,481.00","3,027,093.45"
13110,Shinyanga,Kahama TC, BUJIKA , EM.8878 ,"313,483.09","311,803.18","295,891.87","294,090.27","293,925.00","293,339.00","293,097.00","292,861.00","292,590.00","292,590.00","292,590.00","292,530.00","3,558,790.41"
13111,Shinyanga,Kahama TC, BUKONDAMOYO , EM.12884 ,"1,315,074.52","1,308,027.22","1,336,580.06","1,328,441.99","1,327,697.00","1,325,048.00","1,323,955.00","1,322,888.00","1,321,666.00","1,321,666.00","1,321,666.00","1,321,396.00","15,874,105.79"
13112,Shinyanga,Kahama TC, BUKOOBA , EM.8607 ,"294,829.55","293,249.60","307,545.15","305,672.59","305,501.00","304,892.00","304,640.00","304,395.00","304,113.00","304,113.00","304,113.00","304,051.00","3,637,114.89"
13113,Shinyanga,Kahama TC, BUMBITI , EM.9558 ,"355,971.71","354,064.11","317,171.77","315,240.59","315,064.00","314,435.00","314,176.00","313,923.00","313,633.00","313,633.00","313,633.00","313,569.00","3,854,514.17"
13114,Shinyanga,Kahama TC, BUMBITI B , EM.18043 ,"137,828.93","137,090.32","175,812.46","174,741.99","174,644.00","174,296.00","174,152.00","174,011.00","173,851.00","173,851.00","173,851.00","173,815.00","2,017,944.71"
13115,Shinyanga,Kahama TC, BUSALALA , EM.14221 ,"363,225.86","361,279.39","374,931.48","372,648.63","372,440.00","371,697.00","371,390.00","371,091.00","370,748.00","370,748.00","370,748.00","370,672.00","4,441,619.35"
13116,Shinyanga,Kahama TC, BUSOKA , EM.5467 ,"1,151,856.05","1,145,683.42","1,147,594.33","1,140,606.94","1,139,967.00","1,137,693.00","1,136,755.00","1,135,838.00","1,134,789.00","1,134,789.00","1,134,789.00","1,134,557.00","13,674,917.74"
13117,Shinyanga,Kahama TC, CHALYA , EM.6651 ,"245,604.93","244,288.77","222,425.57","221,071.28","220,947.00","220,506.00","220,325.00","220,147.00","219,944.00","219,944.00","219,944.00","219,899.00","2,695,046.55"
13118,Shinyanga,Kahama TC, CHAPULWA , EM.1381 ,"480,328.64","477,754.62","485,384.27","482,428.90","482,158.00","481,196.00","480,800.00","480,412.00","479,968.00","479,968.00","479,968.00","479,870.00","5,770,236.42"
13119,Shinyanga,Kahama TC, GEMBE , EM.15835 ,"223,842.47","222,642.93","240,158.81","238,696.55","238,563.00","238,087.00","237,890.00","237,699.00","237,479.00","237,479.00","237,479.00","237,430.00","2,827,446.77"
13120,Shinyanga,Kahama TC, GIRIME , EM.1382 ,"381,361.25","379,317.59","389,118.08","386,748.84","386,532.00","385,761.00","385,443.00","385,132.00","384,776.00","384,776.00","384,776.00","384,697.00","4,618,438.75"
13121,Shinyanga,Kahama TC, GUIDO , EM.14222 ,"315,555.71","313,864.69","302,478.51","300,636.80","300,468.00","299,869.00","299,621.00","299,380.00","299,103.00","299,103.00","299,103.00","299,042.00","3,628,224.70"
13122,Shinyanga,Kahama TC, IBOJA , EM.18047 ,"436,285.56","433,947.56","549,223.95","545,879.88","545,574.00","544,485.00","544,036.00","543,598.00","543,095.00","543,095.00","543,095.00","542,984.00","6,315,298.95"
13123,Shinyanga,Kahama TC, IGOMELO , EM.18643 ,"136,792.62","136,059.57","271,065.33","269,414.88","269,264.00","268,727.00","268,505.00","268,288.00","268,041.00","268,041.00","268,041.00","267,986.00","2,960,225.40"
13124,Shinyanga,Kahama TC, IGUNGHWA , EM.8608 ,"388,615.40","386,532.87","419,517.93","416,963.60","416,730.00","415,898.00","415,555.00","415,220.00","414,837.00","414,837.00","414,837.00","414,752.00","4,934,295.79"
13125,Shinyanga,Kahama TC, ILINDI , EM.6652 ,"1,746,178.54","1,736,821.01","1,903,537.26","1,891,947.14","1,890,886.00","1,887,113.00","1,885,557.00","1,884,037.00","1,882,297.00","1,882,297.00","1,882,297.00","1,881,912.00","22,354,879.95"
13126,Shinyanga,Kahama TC, ISAGEHE , EM.268 ,"438,876.33","436,524.45","424,584.57","421,999.39","421,763.00","420,921.00","420,574.00","420,235.00","419,847.00","419,847.00","419,847.00","419,761.00","5,084,779.74"
13127,Shinyanga,Kahama TC, ISALENGE , EM.8665 ,"289,648.01","288,095.83","296,905.20","295,097.42","294,932.00","294,343.00","294,101.00","293,864.00","293,592.00","293,592.00","293,592.00","293,532.00","3,521,294.47"
13128,Shinyanga,Kahama TC, IYENZE , EM.9009 ,"591,213.56","588,045.33","615,090.29","611,345.18","611,002.00","609,783.00","609,280.00","608,789.00","608,227.00","608,227.00","608,227.00","608,103.00","7,277,332.37"
13129,Shinyanga,Kahama TC, KAGONGWA , EM.11053 ,"529,035.10","526,200.08","549,730.62","546,383.46","546,077.00","544,987.00","544,538.00","544,099.00","543,596.00","543,596.00","543,596.00","543,485.00","6,505,323.25"
13130,Shinyanga,Kahama TC, KAGONGWA B , EM.18045 ,"555,460.95","552,484.31","632,316.88","628,466.87","628,114.00","626,861.00","626,344.00","625,839.00","625,261.00","625,261.00","625,261.00","625,133.00","7,376,803.00"
13131,Shinyanga,Kahama TC, KAHAMA , EM.1127 ,"516,081.25","513,315.65","470,691.01","461,782.15","461,523.00","460,602.00","460,222.00","459,851.00","459,427.00","459,427.00","459,427.00","459,333.00","5,641,682.06"
13132,Shinyanga,Kahama TC, KAHAMA B , EM.15836 ,"560,124.33","557,122.70","556,317.25","552,929.99","552,620.00","551,517.00","551,062.00","550,618.00","550,110.00","550,110.00","550,110.00","549,997.00","6,632,638.28"
13133,Shinyanga,Kahama TC, KAHANGA , EM.9010 ,"356,489.86","354,579.48","345,544.96","343,441.03","343,248.00","342,564.00","342,281.00","342,005.00","341,689.00","341,689.00","341,689.00","341,619.00","4,136,839.33"
13134,Shinyanga,Kahama TC, KAKEBE , EM.6653 ,"398,460.33","396,325.03","388,611.41","386,245.26","386,029.00","385,258.00","384,941.00","384,630.00","384,275.00","384,275.00","384,275.00","384,197.00","4,647,522.03"
13135,Shinyanga,Kahama TC, KATUNGULU , EM.11497 ,"226,951.39","225,735.19","218,372.25","217,042.65","216,921.00","216,488.00","216,310.00","216,135.00","215,936.00","215,936.00","215,936.00","215,891.00","2,617,654.49"
13136,Shinyanga,Kahama TC, KAWE , EM.7392 ,"360,116.94","358,187.12","352,131.59","349,987.56","349,791.00","349,093.00","348,805.00","348,524.00","348,202.00","348,202.00","348,202.00","348,131.00","4,209,373.22"
13137,Shinyanga,Kahama TC, KIDUNYASHI , EM.12266 ,"332,136.63","330,356.76","346,051.62","343,944.61","343,752.00","343,066.00","342,783.00","342,507.00","342,190.00","342,190.00","342,190.00","342,120.00","4,093,287.62"
13138,Shinyanga,Kahama TC, KILIMA A , EM.5468 ,"674,636.34","671,021.06","642,450.16","638,538.46","638,180.00","636,907.00","636,382.00","635,869.00","635,281.00","635,281.00","635,281.00","635,152.00","7,714,979.01"
13139,Shinyanga,Kahama TC, KILIMA B , EM.12885 ,"931,640.66","926,648.12","886,662.29","881,263.64","880,770.00","879,012.00","878,287.00","877,579.00","876,768.00","876,768.00","876,768.00","876,589.00","10,648,755.71"
13140,Shinyanga,Kahama TC, KINAGA , EM.717 ,"621,266.49","617,937.21","553,277.27","549,908.51","549,600.00","548,503.00","548,051.00","547,609.00","547,104.00","547,104.00","547,104.00","546,992.00","6,724,456.48"
13141,Shinyanga,Kahama TC, KISHIMA A , EM.7393 ,"1,056,515.74","1,050,854.02","1,090,341.28","1,085,213.23","1,084,605.00","1,082,441.00","1,081,548.00","1,080,676.00","1,079,678.00","1,079,678.00","1,079,678.00","1,079,457.00","12,930,685.26"
13142,Shinyanga,Kahama TC, KISHIMA B , EM.12886 ,"1,125,948.36","1,119,914.56","1,168,367.56","1,161,253.69","1,160,603.00","1,158,287.00","1,157,332.00","1,156,398.00","1,155,330.00","1,155,330.00","1,155,330.00","1,155,094.00","13,829,188.16"
13143,Shinyanga,Kahama TC, KISHIMA C , EM.12887 ,"945,112.66","940,047.93","1,002,688.38","996,583.28","996,024.00","994,037.00","993,217.00","992,417.00","991,500.00","991,500.00","991,500.00","991,297.00","11,825,924.25"
13144,Shinyanga,Kahama TC, KITWANA , EM.1128 ,"547,688.64","544,753.65","532,504.04","529,261.76","528,965.00","527,909.00","527,474.00","527,049.00","526,562.00","526,562.00","526,562.00","526,455.00","6,371,746.09"
