S/N,REGION,COUNCIL,SCHOOL NAME,Reg#,"July, 2022","Augut, 2022","September, 2022","October, 2022","November, 2022","December, 2022","January, 2023","February, 2023","March, 2023","April, 2023","May, 2023","June, 2023", TOTAL 
3922,Tabora,Nzega TC,UNDOMO,S.3925,"436,056.03","432,818.92","364,870.81","362,970.37","362,867.00","361,775.00","361,646.00","361,582.00","360,926.00","360,566.00","360,566.00","359,548.00","4,486,192.14"
3923,Tabora,Sikonge DC,CHABUTWA,S.2072,"178,489.26","177,164.22","179,760.40","178,824.11","178,773.00","178,235.00","178,172.00","178,140.00","177,817.00","177,640.00","177,640.00","177,138.00","2,137,792.99"
3924,Tabora,Sikonge DC,IGIGWA,S.2074,"536,597.45","532,613.96","583,151.29","580,113.94","579,948.00","578,203.00","577,997.00","577,895.00","576,847.00","576,271.00","576,271.00","574,644.00","6,850,552.64"
3925,Tabora,Sikonge DC,KAMAGI,S.4328,"661,991.80","657,077.43","635,581.41","636,528.69","636,347.00","634,432.00","634,206.00","634,094.00","632,944.00","632,312.00","632,312.00","630,527.00","7,658,353.33"
3926,Tabora,Sikonge DC,KILOLI,S.3645,"262,085.49","260,139.87","249,310.55","248,012.02","247,941.00","247,195.00","247,107.00","247,063.00","246,615.00","246,369.00","246,369.00","245,673.00","2,993,879.93"
3927,Tabora,Sikonge DC,KILUMBI,S.5206,"249,659.02","247,805.65","312,440.69","310,813.34","310,724.00","309,789.00","309,679.00","309,624.00","309,063.00","308,754.00","308,754.00","307,883.00","3,594,988.71"
3928,Tabora,Sikonge DC,KIPILI,S.3221,"500,447.73","496,732.60","608,831.35","605,660.24","605,487.00","603,665.00","603,450.00","603,344.00","602,249.00","601,648.00","601,648.00","599,949.00","7,033,111.92"
3929,Tabora,Sikonge DC,KISANGA,S.3220,"314,050.72","311,719.33","294,250.65","292,718.04","292,634.00","291,754.00","291,650.00","291,598.00","291,069.00","290,779.00","290,779.00","289,958.00","3,542,959.74"
3930,Tabora,Sikonge DC,KIWERE,S.1302,"570,487.82","603,255.39","659,121.46","653,559.56","653,373.00","651,406.00","651,175.00","651,060.00","649,878.00","649,230.00","649,230.00","647,397.00","7,689,173.23"
3931,Tabora,Sikonge DC,LANGWA,S.3222,"298,235.22","296,021.23","312,440.69","310,813.34","310,724.00","309,789.00","309,679.00","309,624.00","309,063.00","308,754.00","308,754.00","307,883.00","3,691,780.48"
3932,Tabora,Sikonge DC,MIBONO,S.1798,"248,529.35","246,684.36","238,610.53","237,367.72","237,300.00","236,586.00","236,502.00","236,460.00","236,031.00","235,795.00","235,795.00","235,130.00","2,860,790.96"
3933,Tabora,Sikonge DC,MKOLYE,S.3642,"199,953.16","198,468.78","215,070.48","213,950.28","213,889.00","213,245.00","213,170.00","213,132.00","212,745.00","212,533.00","212,533.00","211,933.00","2,530,622.69"
3934,Tabora,Sikonge DC,MOLE,S.1800,"298,235.22","296,021.23","421,580.93","419,385.13","419,265.00","418,003.00","417,855.00","417,781.00","417,023.00","416,607.00","416,607.00","415,431.00","4,773,794.51"
3935,Tabora,Sikonge DC,MPOMBWE,S.5214,"221,417.05","219,773.34","222,560.49","221,401.28","221,338.00","220,672.00","220,594.00","220,554.00","220,154.00","219,935.00","219,935.00","219,314.00","2,647,648.17"
3936,Tabora,Sikonge DC,MSUVA,S.3643,"129,913.07","128,948.64","128,400.28","127,731.51","127,695.00","127,311.00","127,265.00","127,243.00","127,012.00","126,885.00","126,885.00","126,527.00","1,531,816.50"
3937,Tabora,Sikonge DC,NGULU,S.518,"868,723.03","862,273.97","869,911.93","865,380.98","865,134.00","862,530.00","862,224.00","862,071.00","860,507.00","859,649.00","859,649.00","857,221.00","10,355,274.91"
3938,Tabora,Sikonge DC,PANGALE,S.2073,"267,733.89","265,746.33","262,150.58","260,785.17","260,711.00","259,926.00","259,834.00","259,788.00","259,316.00","259,058.00","259,058.00","258,326.00","3,132,432.97"
3939,Tabora,Sikonge DC,TUTUO,S.3641,"689,104.10","683,988.45","661,261.46","657,817.28","657,629.00","655,650.00","655,417.00","655,301.00","654,112.00","653,460.00","653,460.00","651,615.00","7,928,815.29"
3940,Tabora,Sikonge DC,UGUNDA,S.1799,"350,200.44","347,600.69","292,110.65","290,589.19","290,506.00","289,632.00","289,529.00","289,478.00","288,952.00","288,664.00","288,664.00","287,849.00","3,593,774.96"
3941,Tabora,Sikonge DC,USUNGA,S.3644,"325,347.51","322,932.25","328,490.73","326,779.78","326,686.00","325,703.00","325,588.00","325,530.00","324,939.00","324,615.00","324,615.00","323,699.00","3,904,925.27"
3942,Tabora,Tabora DC,GOWEKO,S.2075,"535,467.77","531,492.67","385,200.85","383,194.53","383,085.00","381,932.00","381,796.00","381,729.00","381,036.00","380,656.00","380,656.00","379,581.00","4,885,826.82"
3943,Tabora,Tabora DC,IBELAMILUNDI,S.5389,"329,866.22","327,417.42","462,241.02","459,833.44","459,702.00","458,319.00","458,156.00","458,075.00","457,243.00","456,787.00","456,787.00","455,498.00","5,239,925.11"
3944,Tabora,Tabora DC,IBIRI,S.3217,"575,006.53","570,737.91","540,351.20","537,536.77","537,383.00","535,766.00","535,576.00","535,481.00","534,509.00","533,976.00","533,976.00","532,468.00","6,502,767.41"
3945,Tabora,Tabora DC,IDETE,S.674,"1,308,168.10","1,298,456.77","1,399,563.10","1,412,497.62","1,412,094.00","1,407,844.00","1,407,344.00","1,407,095.00","1,404,542.00","1,403,141.00","1,403,141.00","1,399,179.00","16,663,065.59"
3946,Tabora,Tabora DC,IGALULA,S.1772,"484,632.22","481,034.50","383,060.85","381,065.67","380,957.00","379,810.00","379,675.00","379,608.00","378,919.00","378,541.00","378,541.00","377,473.00","4,763,317.25"
3947,Tabora,Tabora DC,IKONGOLO,S.3215,"434,926.36","431,697.63","329,560.73","327,844.21","327,750.00","326,764.00","326,648.00","326,590.00","325,998.00","325,673.00","325,673.00","324,753.00","4,133,877.92"
3948,Tabora,Tabora DC,IMALAMPAKA,S.3117,"440,574.75","437,304.09","342,400.76","340,617.36","340,520.00","339,495.00","339,375.00","339,314.00","338,699.00","338,361.00","338,361.00","337,406.00","4,272,427.96"
3949,Tabora,Tabora DC,KALOLA,S.5386,"272,252.60","270,231.50","342,400.76","392,774.39","392,662.00","391,480.00","391,341.00","391,272.00","390,562.00","390,173.00","390,173.00","389,071.00","4,404,393.26"
3950,Tabora,Tabora DC,KALYUWA,S.5388,"171,711.18","170,436.47","166,920.37","166,050.96","166,003.00","165,504.00","165,445.00","165,416.00","165,116.00","164,951.00","164,951.00","164,485.00","1,996,989.98"
3951,Tabora,Tabora DC,KIGWA,S.5204,"656,343.41","651,470.97","807,851.79","803,644.09","803,414.00","800,997.00","800,712.00","800,570.00","799,118.00","798,321.00","798,321.00","796,066.00","9,316,829.25"
3952,Tabora,Tabora DC,KIZENGI,S.5055,"272,252.60","270,231.50","364,870.81","362,970.37","362,867.00","361,775.00","361,646.00","361,582.00","360,926.00","360,566.00","360,566.00","359,548.00","4,159,801.29"
3953,Tabora,Tabora DC,LOLANGULU,S.3681,"867,593.35","861,152.67","773,611.71","769,582.35","769,362.00","767,047.00","766,775.00","766,639.00","765,248.00","764,485.00","764,485.00","762,326.00","9,398,307.09"
3954,Tabora,Tabora DC,LOYA,S.3219,"460,908.97","457,487.36","441,910.98","439,609.28","439,484.00","438,161.00","438,005.00","437,928.00","437,133.00","436,697.00","436,697.00","435,464.00","5,299,485.59"
3955,Tabora,Tabora DC,LUTENDE,S.3216,"414,592.14","411,514.36","408,740.91","406,611.97","406,496.00","405,272.00","405,128.00","405,057.00","404,322.00","403,919.00","403,919.00","402,778.00","4,878,350.38"
3956,Tabora,Tabora DC,MABAMA,S.3682,"647,305.98","642,500.63","581,011.29","577,985.08","577,820.00","576,081.00","575,876.00","575,774.00","574,730.00","574,156.00","574,156.00","572,535.00","7,049,930.98"
3957,Tabora,Tabora DC,MADAHA,S.1771,"657,473.09","652,592.26","584,221.29","581,178.37","581,012.00","579,264.00","579,058.00","578,955.00","577,905.00","577,329.00","577,329.00","575,698.00","7,102,015.01"
3958,Tabora,Tabora DC,MAKAZI,S.2076,"666,510.52","661,562.60","525,371.16","522,634.76","522,485.00","520,913.00","520,728.00","520,636.00","519,691.00","519,173.00","519,173.00","517,707.00","6,536,585.05"
3959,Tabora,Tabora DC,MPYAGULA,S.5201,"317,439.76","315,083.21","367,010.81","365,099.23","364,995.00","363,896.00","363,767.00","363,703.00","363,043.00","362,681.00","362,681.00","361,657.00","4,271,056.01"
3960,Tabora,Tabora DC,NDONO,S.543,"1,328,502.32","1,318,640.03","1,474,463.27","1,466,783.51","1,466,364.00","1,461,951.00","1,461,432.00","1,461,173.00","1,458,522.00","1,457,067.00","1,457,067.00","1,452,953.00","17,264,918.13"
3961,Tabora,Tabora DC,NSIMBO,S.5385,"208,990.59","207,439.12","294,250.65","292,718.04","292,634.00","291,754.00","291,650.00","291,598.00","291,069.00","290,779.00","290,779.00","289,958.00","3,333,619.40"
3962,Tabora,Tabora DC,NSOLOLO,S.5390,"271,122.92","269,110.21","462,241.02","459,833.44","459,702.00","458,319.00","458,156.00","458,075.00","457,243.00","456,787.00","456,787.00","455,498.00","5,122,874.59"
3963,Tabora,Tabora DC,NZUBUKA,S.5393,"194,304.76","192,862.32","208,650.46","207,563.70","207,504.00","206,880.00","206,806.00","206,770.00","206,395.00","206,189.00","206,189.00","205,607.00","2,455,721.25"
3964,Tabora,Tabora DC,SHITAGE,S.3901,"379,572.09","376,754.30","377,710.84","375,743.53","375,636.00","374,506.00","374,373.00","374,306.00","373,627.00","373,255.00","373,255.00","372,201.00","4,500,939.75"
3965,Tabora,Tabora DC,TURA,S.3118,"443,963.79","510,188.11","617,391.37","503,475.04","503,331.00","501,816.00","501,638.00","501,549.00","500,639.00","500,140.00","500,140.00","498,728.00","6,082,999.30"
3966,Tabora,Tabora DC,UFULUMA,S.5387,"422,499.89","419,363.41","529,651.17","526,892.48","526,742.00","525,157.00","524,970.00","524,877.00","523,925.00","523,402.00","523,402.00","521,924.00","6,092,805.95"
3967,Tabora,Tabora DC,UPUGE,S.3218,"228,195.13","226,501.09","237,540.53","236,303.29","236,236.00","235,525.00","235,441.00","235,399.00","234,972.00","234,738.00","234,738.00","234,075.00","2,809,664.04"
3968,Tabora,Tabora DC,USAGARI,S.3900,"533,208.42","529,250.08","487,921.08","485,379.74","485,241.00","483,781.00","483,609.00","483,523.00","482,646.00","482,165.00","482,165.00","480,803.00","5,899,692.32"
3969,Tabora,Tabora MC,BOMBAMZINGA,S.3116,"935,374.08","928,430.23","949,092.10","944,148.75","943,879.00","941,038.00","940,704.00","940,537.00","938,831.00","937,895.00","937,895.00","935,246.00","11,273,070.16"
3970,Tabora,Tabora MC,CHANGA,S.2938,"353,589.48","350,964.57","285,690.63","284,202.61","284,121.00","283,266.00","283,166.00","283,116.00","282,602.00","282,320.00","282,320.00","281,523.00","3,536,881.29"
3971,Tabora,Tabora MC,CHEYO,S.2067,"1,255,073.20","1,245,756.02","1,179,142.61","1,173,001.04","1,172,666.00","1,169,137.00","1,168,721.00","1,168,514.00","1,166,394.00","1,165,231.00","1,165,231.00","1,161,941.00","14,190,807.86"
3972,Tabora,Tabora MC,FUNDIKIRA,S.2939,"1,136,456.92","1,128,020.30","1,084,982.40","1,079,331.26","1,079,023.00","1,075,775.00","1,075,393.00","1,075,203.00","1,073,252.00","1,072,182.00","1,072,182.00","1,069,154.00","13,020,954.88"
3973,Tabora,Tabora MC,IKOMWA,S.4302,"208,990.59","207,439.12","204,370.45","203,305.99","203,248.00","202,636.00","202,564.00","202,528.00","202,161.00","201,959.00","201,959.00","201,389.00","2,442,550.15"
3974,Tabora,Tabora MC,IPULI,S.2065,"1,508,121.26","1,496,925.55","1,533,313.40","1,563,646.57","1,563,200.00","1,558,495.00","1,557,942.00","1,557,666.00","1,554,840.00","1,553,289.00","1,553,289.00","1,548,903.00","18,549,630.77"
3975,Tabora,Tabora MC,ISEVYA,S.517,"964,745.73","957,583.83","990,822.19","985,661.49","985,380.00","982,414.00","982,065.00","981,891.00","980,110.00","979,132.00","979,132.00","976,368.00","11,745,305.25"
3976,Tabora,Tabora MC,ITETEMIA,S.2068,"355,848.84","353,207.15","296,390.66","294,846.90","294,763.00","293,876.00","293,771.00","293,719.00","293,186.00","292,894.00","292,894.00","292,067.00","3,647,463.55"
3977,Tabora,Tabora MC,ITONJANDA,S.2944,"263,215.17","261,261.16","277,130.61","275,687.18","275,608.00","274,779.00","274,681.00","274,633.00","274,134.00","273,861.00","273,861.00","273,088.00","3,271,939.12"
3978,Tabora,Tabora MC,KALUNDE,S.2943,"398,776.63","395,816.27","468,661.04","466,220.01","466,087.00","464,684.00","464,519.00","464,437.00","463,594.00","463,132.00","463,132.00","461,824.00","5,440,882.95"
3979,Tabora,Tabora MC,KANYENYE,S.3115,"1,182,773.75","1,173,993.29","1,137,412.52","1,131,488.29","1,131,165.00","1,127,761.00","1,127,360.00","1,127,160.00","1,125,115.00","1,123,993.00","1,123,993.00","1,120,819.00","13,633,033.86"
3980,Tabora,Tabora MC,KARIAKOO,S.3113,"999,765.78","992,343.90","936,252.07","931,375.60","931,109.00","928,307.00","927,977.00","927,813.00","926,130.00","925,206.00","925,206.00","922,594.00","11,274,079.35"
3981,Tabora,Tabora MC,KAZE HILL,S.2066,"902,613.40","895,912.74","909,502.01","904,764.86","904,506.00","901,784.00","901,464.00","901,304.00","899,669.00","898,772.00","898,772.00","896,234.00","10,815,298.02"
3982,Tabora,Tabora MC,KAZIMA,S.31,"1,369,170.76","1,359,006.56","1,423,103.15","1,359,276.15","1,358,888.00","1,354,798.00","1,354,317.00","1,354,077.00","1,351,620.00","1,350,272.00","1,350,272.00","1,346,459.00","16,331,259.63"
3983,Tabora,Tabora MC,LWANZALI,S.3114,"561,450.39","557,282.39","593,851.32","590,758.23","590,589.00","588,812.00","588,603.00","588,499.00","587,431.00","586,845.00","586,845.00","585,188.00","7,006,154.33"
3984,Tabora,Tabora MC,MILAMBO,S.4,"900,354.04","893,670.16","869,911.93","848,350.11","848,108.00","845,555.00","845,255.00","845,105.00","843,572.00","842,731.00","842,731.00","840,351.00","10,265,694.24"
3985,Tabora,Tabora MC,MISHA,S.2941,"361,497.23","358,813.61","349,890.77","348,068.37","347,969.00","346,922.00","346,798.00","346,737.00","346,108.00","345,763.00","345,763.00","344,786.00","4,189,115.99"
3986,Tabora,Tabora MC,NDEVELWA,S.2940,"263,215.17","261,261.16","267,500.59","266,107.31","266,031.00","265,231.00","265,136.00","265,089.00","264,609.00","264,345.00","264,345.00","263,598.00","3,176,468.24"
3987,Tabora,Tabora MC,NKUMBA,S.2064,"416,851.49","413,756.95","418,370.93","416,191.84","416,073.00","414,821.00","414,673.00","414,600.00","413,848.00","413,435.00","413,435.00","412,268.00","4,978,324.21"
3988,Tabora,Tabora MC,NYAMWEZI,S.2945,"777,219.05","771,449.27","761,841.69","757,873.63","757,657.00","755,377.00","755,109.00","754,975.00","753,605.00","752,853.00","752,853.00","750,728.00","9,101,540.63"
3989,Tabora,Tabora MC,SIKANDA,S.2942,"1,004,284.49","996,829.07","996,172.21","990,983.63","990,700.00","987,719.00","987,368.00","987,193.00","985,402.00","984,419.00","984,419.00","981,640.00","11,877,129.41"
3990,Tabora,Tabora MC,TABORA BOYS,S.20,"738,809.96","733,325.32","815,341.81","796,193.08","795,965.00","793,570.00","793,288.00","793,148.00","791,709.00","790,919.00","790,919.00","788,686.00","9,421,874.18"
3991,Tabora,Tabora MC,TABORA GIRLS,S.7,"804,331.34","798,360.29","872,051.93","860,058.84","859,813.00","857,225.00","856,921.00","856,769.00","855,215.00","854,362.00","854,362.00","851,949.00","10,181,418.40"
3992,Tabora,Urambo DC,CHETU,S.3661,"808,850.05","802,845.46","783,241.73","779,162.21","778,939.00","776,595.00","776,319.00","776,182.00","774,774.00","774,001.00","774,001.00","771,815.00","9,376,725.46"
3993,Tabora,Urambo DC,IMALA,S.5143,"267,733.89","265,746.33","360,590.80","358,712.66","358,610.00","357,531.00","357,404.00","357,341.00","356,692.00","356,337.00","356,337.00","355,330.00","4,108,365.68"
3994,Tabora,Urambo DC,IMALAMAKOYE,S.2968,"429,277.96","426,091.17","485,781.08","493,895.17","493,754.00","492,268.00","492,093.00","492,006.00","491,113.00","490,624.00","490,624.00","489,238.00","5,766,765.38"
3995,Tabora,Urambo DC,KAPILULA,S.2967,"455,260.57","451,880.90","431,210.95","428,964.99","428,842.00","427,552.00","427,400.00","427,324.00","426,549.00","426,123.00","426,123.00","424,920.00","5,182,150.41"
3996,Tabora,Urambo DC,Kasisi,S.6007,,,,,,,,,,"508,599.00","508,599.00","507,163.00","1,524,361.00"
3997,Tabora,Urambo DC,KILOLENI,S.2972,"388,609.52","385,724.64","411,950.91","409,805.26","409,688.00","408,455.00","408,310.00","408,238.00","407,497.00","407,091.00","407,091.00","405,941.00","4,858,401.33"
3998,Tabora,Urambo DC,MATWIGA,S.1880,"639,398.23","634,651.58","655,911.45","652,495.13","652,309.00","650,346.00","650,114.00","649,999.00","648,820.00","648,173.00","648,173.00","646,343.00","7,776,733.39"
3999,Tabora,Urambo DC,MUKANGWA,S.2130,"751,236.43","745,659.54","710,481.57","706,781.02","706,579.00","704,453.00","704,202.00","704,078.00","702,800.00","702,099.00","702,099.00","700,117.00","8,540,585.57"
4000,Tabora,Urambo DC,UGALLA,S.5142,"262,085.49","260,139.87","325,280.72","323,586.49","323,494.00","322,520.00","322,406.00","322,349.00","321,764.00","321,443.00","321,443.00","320,535.00","3,747,046.58"
4001,Tabora,Urambo DC,UKOMBOZI,S.596,"1,530,714.84","1,519,351.40","1,525,823.38","1,517,876.11","1,517,442.00","1,512,876.00","1,512,338.00","1,512,070.00","1,509,327.00","1,507,822.00","1,507,822.00","1,503,564.00","18,177,026.73"
4002,Tabora,Urambo DC,UKONDAMOYO,S.2129,"376,183.06","373,390.42","400,180.89","398,096.54","397,983.00","396,785.00","396,644.00","396,574.00","395,854.00","395,460.00","395,460.00","394,343.00","4,716,953.90"
4003,Tabora,Urambo DC,UMIKI,S.5144,"219,157.70","217,530.75","399,110.88","397,032.11","396,919.00","395,724.00","395,584.00","395,513.00","394,796.00","394,402.00","394,402.00","393,288.00","4,393,459.44"
4004,Tabora,Urambo DC,URAMBO,S.519,"1,070,935.55","1,062,985.33","939,462.08","927,117.88","926,853.00","924,064.00","923,735.00","923,572.00","921,896.00","920,977.00","920,977.00","918,376.00","11,380,950.84"
4005,Tabora,Urambo DC,USISYA,S.2965,"633,749.83","629,045.12","737,231.63","733,391.75","733,182.00","730,976.00","730,716.00","730,587.00","729,261.00","728,534.00","728,534.00","726,477.00","8,571,685.34"
4006,Tabora,Urambo DC,USOJI,S.2964,"825,795.24","819,664.85","552,121.22","549,245.49","549,088.00","547,436.00","547,242.00","547,145.00","546,152.00","545,607.00","545,607.00","544,067.00","7,119,170.80"
4007,Tabora,Urambo DC,USONGELANI,S.1301,"501,577.41","497,853.89","474,011.05","471,542.16","471,407.00","469,989.00","469,822.00","469,739.00","468,886.00","468,419.00","468,419.00","467,096.00","5,698,761.51"
4008,Tabora,Urambo DC,UYUMBU,S.1883,"859,685.60","853,303.63","1,072,142.37","1,094,233.27","1,093,920.00","1,090,628.00","1,090,241.00","1,090,048.00","1,088,070.00","1,086,985.00","1,086,985.00","1,083,916.00","12,590,157.87"
4009,Tabora,Urambo DC,VUMILIA,S.1770,"773,830.01","768,085.39","757,561.68","753,615.91","753,400.00","751,133.00","750,866.00","750,733.00","749,371.00","748,624.00","748,624.00","746,510.00","9,052,353.99"
4010,Tanga,Bumbuli DC,BAGA,S.2762,"477,854.15","474,306.75","452,611.00","450,253.57","450,125.00","448,770.00","448,611.00","448,531.00","447,718.00","447,271.00","447,271.00","446,008.00","5,439,330.47"
4011,Tanga,Bumbuli DC,BUMBULI,S.863,"542,245.85","538,220.42","513,601.14","487,508.60","487,369.00","485,903.00","485,730.00","485,644.00","484,763.00","484,279.00","484,279.00","482,912.00","5,962,455.00"
4012,Tanga,Bumbuli DC,CHAI,S.4645,"238,362.24","236,592.73","225,770.50","199,048.27","198,991.00","198,393.00","198,322.00","198,287.00","197,927.00","197,730.00","197,730.00","197,171.00","2,484,324.73"
4013,Tanga,Bumbuli DC,FUNTA,S.1695,"390,868.88","387,967.22","370,220.82","335,295.21","335,199.00","334,191.00","334,072.00","334,013.00","333,407.00","333,074.00","333,074.00","332,134.00","4,153,516.14"
4014,Tanga,Bumbuli DC,JANUARY MAKAMBA,S.5188,"308,402.32","306,112.86","292,110.65","315,071.06","314,981.00","314,033.00","313,922.00","313,866.00","313,296.00","312,984.00","312,984.00","312,100.00","3,729,862.90"
4015,Tanga,Bumbuli DC,KIHITU,S.4064,"251,918.38","250,048.24","238,610.53","235,238.86","235,172.00","234,464.00","234,381.00","234,339.00","233,914.00","233,681.00","233,681.00","233,021.00","2,848,469.01"
4016,Tanga,Bumbuli DC,KIVILICHA,S.2765,"263,215.17","261,261.16","249,310.55","180,952.97","180,901.00","180,357.00","180,293.00","180,261.00","179,934.00","179,754.00","179,754.00","179,247.00","2,395,240.86"
4017,Tanga,Bumbuli DC,KIZANDA,S.3764,"367,145.62","364,420.08","347,750.77","314,006.63","313,917.00","312,972.00","312,861.00","312,806.00","312,238.00","311,927.00","311,927.00","311,046.00","3,893,017.10"
4018,Tanga,Bumbuli DC,KIZIMBA,S.4062,"324,217.83","321,810.96","307,090.68","254,398.59","254,326.00","253,560.00","253,470.00","253,426.00","252,966.00","252,713.00","252,713.00","252,000.00","3,232,692.06"
4019,Tanga,Bumbuli DC,KWALEI,S.5189,"282,419.71","280,323.14","267,500.59","310,813.34","310,724.00","309,789.00","309,679.00","309,624.00","309,063.00","308,754.00","308,754.00","307,883.00","3,615,326.78"
4020,Tanga,Bumbuli DC,KWAMONGO,S.2766,"372,794.02","370,026.54","353,100.78","270,365.03","270,288.00","269,474.00","269,379.00","269,331.00","268,842.00","268,574.00","268,574.00","267,816.00","3,518,564.37"
4021,Tanga,Bumbuli DC,KWEHANGALA,S.2767,"332,125.58","329,660.01","314,580.70","309,748.91","309,660.00","308,728.00","308,619.00","308,564.00","308,004.00","307,697.00","307,697.00","306,828.00","3,751,912.20"
4022,Tanga,Bumbuli DC,MAYO,S.2024,"441,704.43","438,425.38","418,370.93","322,522.06","322,430.00","321,460.00","321,345.00","321,288.00","320,706.00","320,386.00","320,386.00","319,481.00","4,188,504.80"
4023,Tanga,Bumbuli DC,MAZUMBAI,S.2776,"494,799.33","491,126.13","468,661.04","403,418.69","403,303.00","402,090.00","401,947.00","401,876.00","401,146.00","400,746.00","400,746.00","399,615.00","5,069,474.19"
4024,Tanga,Bumbuli DC,MBELEI,S.1174,"880,019.82","873,486.89","863,491.91","863,252.12","863,005.00","860,408.00","860,103.00","859,950.00","858,390.00","857,534.00","857,534.00","855,112.00","10,352,286.75"
4025,Tanga,Bumbuli DC,MBUZII,S.2023,"492,539.98","488,883.55","466,521.03","434,287.13","434,163.00","432,856.00","432,703.00","432,626.00","431,841.00","431,410.00","431,410.00","430,192.00","5,339,432.69"
4026,Tanga,Bumbuli DC,MGWASHI,S.1015,"421,370.21","418,242.12","399,110.88","422,578.41","422,458.00","421,186.00","421,037.00","420,962.00","420,198.00","419,779.00","419,779.00","418,594.00","5,025,294.63"
4027,Tanga,Bumbuli DC,MIBUKWE,S.2771,"288,068.11","285,929.60","272,850.60","175,630.83","175,581.00","175,052.00","174,990.00","174,959.00","174,642.00","174,467.00","174,467.00","173,975.00","2,420,612.14"
4028,Tanga,Bumbuli DC,MKAALIE,S.3763,"268,863.57","266,867.63","254,660.56","187,339.55","187,286.00","186,722.00","186,656.00","186,623.00","186,284.00","186,099.00","186,099.00","185,573.00","2,469,073.30"
4029,Tanga,Bumbuli DC,MMAKAMBA,S.4067,"222,546.73","220,894.63","210,790.47","171,373.11","171,324.00","170,809.00","170,748.00","170,718.00","170,408.00","170,238.00","170,238.00","169,757.00","2,189,844.94"
4030,Tanga,Bumbuli DC,MPONDE,S.2025,"378,442.41","375,633.00","358,450.79","276,751.61","276,672.00","275,840.00","275,742.00","275,693.00","275,193.00","274,918.00","274,918.00","274,142.00","3,592,395.82"
4031,Tanga,Bumbuli DC,MSAMAKA,S.4066,"91,503.99","90,824.70","86,670.19","67,059.04","67,040.00","66,838.00","66,814.00","66,803.00","66,681.00","66,615.00","66,615.00","66,427.00","869,890.92"
4032,Tanga,Bumbuli DC,SONI DAY,S.645,"819,017.16","812,937.09","775,751.72","724,876.32","724,669.00","722,488.00","722,232.00","722,104.00","720,794.00","720,075.00","720,075.00","718,041.00","8,903,060.30"
4033,Tanga,Bumbuli DC,TAMOTA,S.725,"416,851.49","413,756.95","394,830.87","324,650.92","324,558.00","323,581.00","323,466.00","323,409.00","322,822.00","322,500.00","322,500.00","321,590.00","4,134,516.24"
4034,Tanga,Bumbuli DC,VUGABAZO,S.1013,"524,170.98","520,279.74","496,481.10","427,900.56","427,778.00","426,491.00","426,339.00","426,264.00","425,490.00","425,066.00","425,066.00","423,866.00","5,375,192.38"
4035,Tanga,Bumbuli DC,WENA,S.4063,"368,275.30","365,541.37","348,820.77","318,264.35","318,173.00","317,216.00","317,103.00","317,047.00","316,472.00","316,156.00","316,156.00","315,263.00","3,934,487.79"
4036,Tanga,Handeni DC,CHOGO,S.2840,"358,108.19","355,449.74","381,990.85","380,001.24","379,893.00","378,749.00","378,615.00","378,548.00","377,861.00","377,484.00","377,484.00","376,418.00","4,500,602.02"
4037,Tanga,Handeni DC,HANEDNI,S.5542,"76,818.16","76,247.89","154,080.34","178,824.11","178,773.00","178,235.00","178,172.00","178,140.00","177,817.00","177,640.00","177,640.00","177,138.00","1,909,525.51"
4038,Tanga,Handeni DC,KABUKU,S.485,"830,313.95","824,150.02","785,381.74","781,291.07","781,068.00","778,717.00","778,441.00","778,303.00","776,891.00","776,116.00","776,116.00","773,924.00","9,440,712.78"
4039,Tanga,Handeni DC,KANGATA,S.3946,"379,572.09","376,754.30","442,980.98","440,673.71","440,548.00","439,222.00","439,066.00","438,988.00","438,192.00","437,755.00","437,755.00","436,519.00","5,148,026.08"
4040,Tanga,Handeni DC,KISAZA,S.1646,"501,577.41","497,853.89","553,191.23","599,273.67","599,102.00","597,299.00","597,087.00","596,981.00","595,898.00","595,304.00","595,304.00","593,623.00","6,922,494.19"
4041,Tanga,Handeni DC,KITUMBI,S.5292,"216,898.34","215,288.17","250,380.55","249,076.44","249,005.00","248,256.00","248,168.00","248,124.00","247,674.00","247,427.00","247,427.00","246,728.00","2,914,452.51"
4042,Tanga,Handeni DC,KIVA,S.3948,"448,482.50","445,153.14","440,840.98","438,544.85","438,419.00","437,100.00","436,945.00","436,867.00","436,075.00","435,640.00","435,640.00","434,410.00","5,264,117.47"
4043,Tanga,Handeni DC,KOMSANGA,S.3947,"413,462.46","410,393.07","419,440.93","417,256.27","417,137.00","415,882.00","415,734.00","415,660.00","414,906.00","414,492.00","414,492.00","413,322.00","4,982,177.72"
4044,Tanga,Handeni DC,KWACHAGA,S.4833,"448,482.50","445,153.14","455,821.01","453,446.86","453,317.00","451,953.00","451,792.00","451,712.00","450,893.00","450,443.00","450,443.00","449,171.00","5,412,627.51"
4045,Tanga,Handeni DC,KWALUDEGE,S.2843,"839,351.38","833,120.36","846,371.87","841,963.54","841,723.00","839,190.00","838,892.00","838,743.00","837,221.00","836,386.00","836,386.00","834,025.00","10,063,373.16"
4046,Tanga,Handeni DC,KWALUGURU,S.2837,"571,617.50","567,374.03","535,001.18","532,214.63","532,062.00","530,461.00","530,273.00","530,179.00","529,217.00","528,689.00","528,689.00","527,196.00","6,442,973.33"
