S/N,REGION,COUNCIL,SCHOOL NAME,Reg#,"July, 2022","Augut, 2022","September, 2022","October, 2022","November, 2022","December, 2022","January, 2023","February, 2023","March, 2023","April, 2023","May, 2023","June, 2023", TOTAL 
4047,Tanga,Handeni DC,KWAMATUKU,S.2841,"629,231.12","624,559.95","597,061.32","593,951.52","593,782.00","591,995.00","591,784.00","591,680.00","590,606.00","590,017.00","590,017.00","588,351.00","7,173,035.91"
4048,Tanga,Handeni DC,KWAMGWE,S.4834,"436,056.03","432,818.92","431,210.95","428,964.99","428,842.00","427,552.00","427,400.00","427,324.00","426,549.00","426,123.00","426,123.00","424,920.00","5,143,883.90"
4049,Tanga,Handeni DC,KWAMKONO,S.951,"610,026.58","605,497.97","566,031.25","563,083.07","562,922.00","561,228.00","561,029.00","560,929.00","559,912.00","559,353.00","559,353.00","557,774.00","6,827,138.88"
4050,Tanga,Handeni DC,KWAMSISI,S.1932,"569,358.14","565,131.44","551,051.22","548,181.06","548,024.00","546,375.00","546,181.00","546,084.00","545,094.00","544,550.00","544,550.00","543,012.00","6,597,591.87"
4051,Tanga,Handeni DC,KWANKONJE,S.2842,"372,794.02","370,026.54","325,280.72","302,297.91","302,211.00","301,302.00","301,195.00","301,142.00","300,595.00","300,295.00","300,295.00","299,448.00","3,776,882.19"
4052,Tanga,Handeni DC,KWASUNGA,S.4077,"241,751.27","239,956.60","326,350.72","324,650.92","324,558.00","323,581.00","323,466.00","323,409.00","322,822.00","322,500.00","322,500.00","321,590.00","3,717,135.52"
4053,Tanga,Handeni DC,KWEDIZINGA,S.2838,"517,392.91","513,551.99","571,381.27","568,405.22","568,243.00","566,533.00","566,331.00","566,231.00","565,204.00","564,640.00","564,640.00","563,046.00","6,695,599.38"
4054,Tanga,Handeni DC,MAILIKUMI,S.5297,"326,477.19","324,053.55","409,810.91","407,676.40","407,560.00","406,333.00","406,189.00","406,117.00","405,380.00","404,976.00","404,976.00","403,832.00","4,713,381.04"
4055,Tanga,Handeni DC,MANGA MPAKANI,S.1647,"437,185.71","433,940.21","467,591.04","465,155.58","465,023.00","463,623.00","463,458.00","463,376.00","462,536.00","462,074.00","462,074.00","460,770.00","5,506,806.55"
4056,Tanga,Handeni DC,MARTINE SHIGELA,S.5541,"82,466.56","81,854.36","162,640.36","161,793.25","161,747.00","161,260.00","161,203.00","161,174.00","160,882.00","160,722.00","160,722.00","160,268.00","1,776,732.52"
4057,Tanga,Handeni DC,MAZINGARA,S.1933,"643,916.94","639,136.75","581,011.29","577,985.08","577,820.00","576,081.00","575,876.00","575,774.00","574,730.00","574,156.00","574,156.00","572,535.00","7,043,178.06"
4058,Tanga,Handeni DC,MKATA,S.2844,"1,441,470.21","1,430,769.29","1,401,703.10","1,394,402.32","1,394,004.00","1,389,809.00","1,389,315.00","1,389,069.00","1,386,549.00","1,385,166.00","1,385,166.00","1,381,254.00","16,768,676.92"
4059,Tanga,Handeni DC,MSOMELA,S.5860,,,,,,,"150,597.00","150,571.00","150,298.00","150,148.00","150,148.00","149,724.00","901,486.00"
4060,Tanga,Handeni DC,NDOLWA,S.2835,"899,224.36","892,548.87","713,691.58","709,974.31","709,771.00","707,635.00","707,384.00","707,259.00","705,975.00","705,271.00","705,271.00","703,280.00","8,867,285.12"
4061,Tanga,Handeni DC,PANGAMBILI,S.3945,"546,764.56","542,705.59","583,151.29","580,113.94","579,948.00","578,203.00","577,997.00","577,895.00","576,847.00","576,271.00","576,271.00","574,644.00","6,870,811.39"
4062,Tanga,Handeni DC,SEGERA,S.1266,"1,284,444.85","1,274,909.62","1,191,982.64","1,185,774.19","1,185,435.00","1,181,868.00","1,181,448.00","1,181,239.00","1,179,095.00","1,177,920.00","1,177,920.00","1,174,593.00","14,376,629.30"
4063,Tanga,Handeni DC,SINDENI,S.3949,"408,943.74","405,907.90","402,320.89","400,225.40","400,111.00","398,907.00","398,765.00","398,695.00","397,971.00","397,574.00","397,574.00","396,452.00","4,803,446.93"
4064,Tanga,Handeni TC,HANDENI,S.259,"1,469,712.18","1,458,801.60","1,341,782.97","1,315,634.56","1,315,258.00","1,311,300.00","1,310,834.00","1,310,602.00","1,308,224.00","1,306,920.00","1,306,920.00","1,303,229.00","16,059,218.31"
4065,Tanga,Handeni TC,KILELENI,S.4078,"663,121.48","658,198.72","618,461.37","615,240.11","615,064.00","613,213.00","612,995.00","612,887.00","611,775.00","611,165.00","611,165.00","609,439.00","7,452,724.68"
4066,Tanga,Handeni TC,KIVESA,S.1930,"926,336.65","919,459.89","783,241.73","779,162.21","778,939.00","776,595.00","776,319.00","776,182.00","774,774.00","774,001.00","774,001.00","771,815.00","9,610,826.49"
4067,Tanga,Handeni TC,KOMNYANGANYO,S.2839,"649,565.34","644,743.21","553,191.23","550,309.92","550,153.00","548,497.00","548,302.00","548,205.00","547,210.00","546,665.00","546,665.00","545,121.00","6,778,627.70"
4068,Tanga,Handeni TC,KONJE,S.3944,"317,439.76","315,083.21","266,430.59","265,042.88","264,967.00","264,170.00","264,076.00","264,029.00","263,550.00","263,287.00","263,287.00","262,544.00","3,273,906.43"
4069,Tanga,Handeni TC,KWEDIYAMBA,S.5519,"196,564.12","195,104.90","252,520.56","125,602.65","125,567.00","125,189.00","125,144.00","125,122.00","124,895.00","124,771.00","124,771.00","124,418.00","1,769,669.23"
4070,Tanga,Handeni TC,KWENJUGO,S.2836,"734,291.25","728,840.15","677,311.50","673,783.72","673,591.00","671,564.00","671,325.00","671,206.00","669,989.00","669,321.00","669,321.00","667,431.00","8,177,974.62"
4071,Tanga,Handeni TC,MISIMA,S.1931,"957,967.66","950,856.08","899,871.99","893,056.14","892,801.00","890,114.00","889,798.00","889,640.00","888,026.00","887,140.00","887,140.00","884,635.00","10,811,045.87"
4072,Tanga,Handeni TC,MSAJE,S.3943,"543,375.52","539,341.71","485,781.08","483,250.88","483,113.00","481,659.00","481,488.00","481,402.00","480,529.00","480,050.00","480,050.00","478,694.00","5,898,734.19"
4073,Tanga,Kilindi DC,JAILA,S.2503,"526,430.34","522,522.33","431,210.95","430,029.42","429,906.00","428,613.00","428,460.00","428,385.00","427,607.00","427,181.00","427,181.00","425,975.00","5,333,501.04"
4074,Tanga,Kilindi DC,KIBIRASHI,S.2421,"707,178.96","701,929.13","747,931.66","744,036.05","743,823.00","741,585.00","741,321.00","741,190.00","739,845.00","739,107.00","739,107.00","737,020.00","8,824,073.79"
4075,Tanga,Kilindi DC,KIKUNDE,S.2422,"526,430.34","522,522.33","586,361.30","583,307.23","583,140.00","581,386.00","581,179.00","581,076.00","580,022.00","579,443.00","579,443.00","577,807.00","6,862,117.20"
4076,Tanga,Kilindi DC,KILINDI ASILIA,S.4006,"552,412.96","548,312.05","494,341.09","491,766.31","491,626.00","490,146.00","489,972.00","489,885.00","488,997.00","488,509.00","488,509.00","487,129.00","6,001,605.42"
4077,Tanga,Kilindi DC,KILINDI GIRLS,S.4494,"299,364.89","297,142.52","284,620.63","283,138.18","283,057.00","282,205.00","282,105.00","282,055.00","281,543.00","281,263.00","281,263.00","280,468.00","3,418,225.23"
4078,Tanga,Kilindi DC,KIMBE,S.2420,"465,427.68","461,972.53","543,561.20","535,407.91","535,255.00","533,644.00","533,454.00","533,360.00","532,392.00","531,861.00","531,861.00","530,359.00","6,268,555.33"
4079,Tanga,Kilindi DC,KOMKALAKALA,S.4839,"422,499.89","419,363.41","379,850.84","377,872.38","377,764.00","376,628.00","376,494.00","376,427.00","375,744.00","375,369.00","375,369.00","374,309.00","4,607,690.53"
4080,Tanga,Kilindi DC,KWEDIBOMA,S.773,"791,904.87","786,026.07","830,321.84","825,997.10","825,761.00","823,276.00","822,983.00","822,838.00","821,345.00","820,526.00","820,526.00","818,209.00","9,809,713.88"
4081,Tanga,Kilindi DC,KWEKIVU,S.4493,"192,045.40","190,619.73","199,020.44","197,983.84","197,927.00","197,332.00","197,261.00","197,227.00","196,869.00","196,672.00","196,672.00","196,117.00","2,355,746.42"
4082,Tanga,Kilindi DC,LWANDE,S.4005,"167,192.47","165,951.30","197,950.44","196,919.41","196,863.00","196,271.00","196,201.00","196,166.00","195,810.00","195,615.00","195,615.00","195,063.00","2,295,617.62"
4083,Tanga,Kilindi DC,MAFISA,S.1838,"663,121.48","658,198.72","584,221.29","582,242.80","582,076.00","580,325.00","580,118.00","580,016.00","578,963.00","578,386.00","578,386.00","576,753.00","7,122,807.30"
4084,Tanga,Kilindi DC,MASAGALU,S.4007,"271,122.92","269,110.21","272,850.60","271,429.46","271,352.00","270,535.00","270,439.00","270,391.00","269,901.00","269,631.00","269,631.00","268,870.00","3,245,263.20"
4085,Tanga,Kilindi DC,MBWEGO,S.3610,"649,565.34","644,743.21","717,971.59","714,232.03","714,028.00","711,879.00","711,626.00","711,500.00","710,209.00","709,501.00","709,501.00","707,497.00","8,412,253.17"
4086,Tanga,Kilindi DC,MGERA,S.3609,"377,312.73","374,511.71","383,060.85","381,065.67","380,957.00","379,810.00","379,675.00","379,608.00","378,919.00","378,541.00","378,541.00","377,473.00","4,549,474.96"
4087,Tanga,Kilindi DC,MKINDI,S.4495,"595,340.75","590,921.17","495,411.10","552,438.78","552,281.00","550,619.00","550,423.00","550,326.00","549,327.00","548,779.00","548,779.00","547,230.00","6,631,875.80"
4088,Tanga,Kilindi DC,MKUYU,S.1098,"561,450.39","557,282.39","451,541.00","449,189.14","449,061.00","447,709.00","447,550.00","447,471.00","446,659.00","446,214.00","446,214.00","444,954.00","5,595,294.93"
4089,Tanga,Kilindi DC,NEGERO,S.3608,"503,836.77","500,096.47","482,571.07","480,057.59","479,920.00","478,476.00","478,306.00","478,221.00","477,354.00","476,878.00","476,878.00","475,531.00","5,788,125.90"
4090,Tanga,Kilindi DC,NKAMA,S.4496,"686,844.74","681,745.87","543,561.20","540,730.06","540,575.00","538,949.00","538,757.00","538,662.00","537,684.00","537,148.00","537,148.00","535,631.00","6,757,435.87"
4091,Tanga,Kilindi DC,PAGWI,S.3611,"299,364.89","297,142.52","306,020.68","304,426.77","304,340.00","303,424.00","303,316.00","303,262.00","302,712.00","302,410.00","302,410.00","301,556.00","3,630,384.86"
4092,Tanga,Kilindi DC,SEUTA,S.540,"425,888.92","422,727.29","450,471.00","448,124.72","447,997.00","446,648.00","446,490.00","446,411.00","445,601.00","445,156.00","445,156.00","443,899.00","5,314,569.93"
4093,Tanga,Kilindi DC,TUNGULI,S.4497,"144,598.89","143,525.45","147,660.33","146,891.24","146,849.00","146,407.00","146,355.00","146,329.00","146,064.00","145,918.00","145,918.00","145,506.00","1,752,021.90"
4094,Tanga,Kilindi DC,VIBAONI,S.4838,"173,970.54","172,679.05","161,570.36","160,728.82","160,683.00","160,199.00","160,142.00","160,114.00","159,824.00","159,664.00","159,664.00","159,213.00","1,948,451.77"
4095,Tanga,Korogwe DC,BUIKO,S.1988,"180,748.62","179,406.81","180,830.40","179,888.54","179,837.00","179,296.00","179,232.00","179,200.00","178,875.00","178,697.00","178,697.00","178,192.00","2,152,900.37"
4096,Tanga,Korogwe DC,BUNA,S.3631,"533,208.42","529,250.08","505,041.12","480,057.59","479,920.00","478,476.00","478,306.00","478,221.00","477,354.00","476,878.00","476,878.00","475,531.00","5,869,121.21"
4097,Tanga,Korogwe DC,BUNGU,S.340,"973,783.16","966,554.17","943,742.09","954,793.04","954,520.00","951,648.00","951,309.00","951,141.00","949,415.00","948,468.00","948,468.00","945,790.00","11,439,631.47"
4098,Tanga,Korogwe DC,CHEKELEI,S.1962,"455,260.57","451,880.90","431,210.95","425,771.70","425,650.00","424,369.00","424,218.00","424,143.00","423,374.00","422,951.00","422,951.00","421,757.00","5,153,537.13"
4099,Tanga,Korogwe DC,DINDIRA,S.1963,"742,199.00","736,689.20","588,501.30","585,436.09","585,269.00","583,507.00","583,300.00","583,197.00","582,139.00","581,558.00","581,558.00","579,916.00","7,313,269.60"
4100,Tanga,Korogwe DC,HALE,S.1176,"1,107,085.27","1,098,866.69","1,048,602.32","1,005,885.64","1,005,598.00","1,002,572.00","1,002,216.00","1,002,038.00","1,000,220.00","999,223.00","999,223.00","996,401.00","12,267,930.93"
4101,Tanga,Korogwe DC,KIZARA,S.1987,"324,217.83","321,810.96","289,970.64","288,460.33","288,378.00","287,510.00","287,408.00","287,357.00","286,836.00","286,550.00","286,550.00","285,740.00","3,520,788.76"
4102,Tanga,Korogwe DC,KWAGUNDA,S.1619,"675,547.95","670,532.94","653,771.45","651,430.70","651,244.00","649,285.00","649,054.00","648,939.00","647,762.00","647,116.00","647,116.00","645,288.00","7,837,087.04"
4103,Tanga,Korogwe DC,KWASHEMSHI,S.3363,"406,684.38","403,665.32","355,240.79","353,390.51","353,289.00","352,226.00","352,101.00","352,039.00","351,400.00","351,050.00","351,050.00","350,058.00","4,332,194.00"
4104,Tanga,Korogwe DC,KWEMDIMU,S.2846,"474,465.12","470,942.87","417,300.92","415,127.41","415,009.00","413,760.00","413,613.00","413,540.00","412,789.00","412,378.00","412,378.00","411,213.00","5,082,516.32"
4105,Tanga,Korogwe DC,LUTINDI,S.5311,"118,616.28","117,735.72","112,350.25","138,375.80","138,336.00","137,920.00","137,871.00","137,847.00","137,596.00","137,459.00","137,459.00","137,071.00","1,588,637.05"
4106,Tanga,Korogwe DC,MADAGO,S.1621,"647,305.98","642,500.63","613,111.36","481,122.02","480,984.00","479,537.00","479,367.00","479,282.00","478,412.00","477,935.00","477,935.00","476,585.00","6,214,076.99"
4107,Tanga,Korogwe DC,MAFIHILLS,S.4755,"290,327.46","288,172.18","274,990.61","276,751.61","276,672.00","275,840.00","275,742.00","275,693.00","275,193.00","274,918.00","274,918.00","274,142.00","3,333,359.86"
4108,Tanga,Korogwe DC,MAGOMA,S.607,"817,887.48","811,815.80","789,661.75","679,105.86","678,912.00","676,869.00","676,628.00","676,508.00","675,281.00","674,607.00","674,607.00","672,702.00","8,504,584.90"
4109,Tanga,Korogwe DC,MASHEWA,S.1620,"526,430.34","522,522.33","498,621.10","437,480.42","437,355.00","436,039.00","435,884.00","435,807.00","435,016.00","434,583.00","434,583.00","433,355.00","5,467,676.19"
4110,Tanga,Korogwe DC,MASHINDEI,S.2849,"412,332.78","409,271.78","390,550.86","355,519.37","355,418.00","354,348.00","354,222.00","354,160.00","353,517.00","353,164.00","353,164.00","352,167.00","4,397,834.79"
4111,Tanga,Korogwe DC,MAZINDE DAY,S.593,"996,376.74","988,980.02","945,882.09","940,955.46","940,686.00","937,856.00","937,522.00","937,356.00","935,656.00","934,722.00","934,722.00","932,083.00","11,362,797.32"
4112,Tanga,Korogwe DC,MBAGHAI,S.4991,"275,641.64","273,595.38","261,080.58","244,818.73","244,749.00","244,012.00","243,926.00","243,882.00","243,440.00","243,197.00","243,197.00","242,510.00","3,004,049.33"
4113,Tanga,Korogwe DC,MFUNDIA,S.1964,"681,196.34","676,139.40","650,561.44","647,172.99","646,988.00","645,041.00","644,812.00","644,698.00","643,528.00","642,886.00","642,886.00","641,071.00","7,806,980.17"
4114,Tanga,Korogwe DC,MKALAMO,S.1077,"460,908.97","457,487.36","374,500.83","375,743.53","375,636.00","374,506.00","374,373.00","374,306.00","373,627.00","373,255.00","373,255.00","372,201.00","4,659,799.68"
4115,Tanga,Korogwe DC,MKOMAZI,S.3950,"345,681.73","343,115.52","292,110.65","289,524.76","289,442.00","288,571.00","288,468.00","288,417.00","287,894.00","287,607.00","287,607.00","286,795.00","3,575,233.65"
4116,Tanga,Korogwe DC,MLUNGUI,S.3632,"225,935.77","224,258.51","214,000.47","220,336.86","220,274.00","219,611.00","219,533.00","219,494.00","219,096.00","218,877.00","218,877.00","218,259.00","2,638,552.61"
4117,Tanga,Korogwe DC,MNYUZI,S.1965,"603,248.50","668,290.36","616,321.36","613,111.25","612,936.00","611,091.00","610,874.00","610,766.00","609,658.00","609,050.00","609,050.00","607,330.00","7,381,726.47"
4118,Tanga,Korogwe DC,MSWAHA,S.4754,"316,310.08","313,961.91","251,450.56","250,140.87","250,069.00","249,317.00","249,228.00","249,184.00","248,732.00","248,484.00","248,484.00","247,782.00","3,123,143.42"
4119,Tanga,Korogwe DC,MWISHO WA SHAMBA,S.2847,"872,112.07","865,637.84","816,411.81","812,159.52","811,927.00","809,484.00","809,196.00","809,053.00","807,585.00","806,780.00","806,780.00","804,502.00","9,831,628.24"
4120,Tanga,Korogwe DC,PATEMA,S.3364,"306,142.97","303,870.28","289,970.64","242,689.87","242,620.00","241,890.00","241,804.00","241,762.00","241,323.00","241,082.00","241,082.00","240,402.00","3,074,638.76"
4121,Tanga,Korogwe DC,SHEKILANGO,S.1296,"865,334.00","858,910.09","846,371.87","841,963.54","841,723.00","839,190.00","838,892.00","838,743.00","837,221.00","836,386.00","836,386.00","834,025.00","10,115,145.50"
4122,Tanga,Korogwe DC,TIMOTHEO MZAVA,S.5697,,,"53,500.12","53,221.46","53,206.00","53,046.00","53,027.00","53,018.00","52,922.00","52,869.00","52,869.00","52,720.00","530,398.58"
4123,Tanga,Korogwe DC,VUGIRI,S.1622,"307,272.65","304,991.57","291,040.64","283,138.18","283,057.00","282,205.00","282,105.00","282,055.00","281,543.00","281,263.00","281,263.00","280,468.00","3,440,402.04"
4124,Tanga,Korogwe TC,JOEL BENDERA,S.4292,"586,303.32","581,950.83","578,871.28","575,856.23","575,692.00","573,959.00","573,755.00","573,654.00","572,613.00","572,042.00","572,042.00","570,426.00","6,907,164.66"
4125,Tanga,Korogwe TC,KILOLE,S.2119,"664,251.16","659,320.02","647,351.43","643,979.70","643,796.00","641,858.00","641,630.00","641,516.00","640,353.00","639,714.00","639,714.00","637,908.00","7,741,391.31"
4126,Tanga,Korogwe TC,KIMWERI,S.1618,"610,026.58","605,497.97","625,951.39","622,691.11","622,513.00","620,640.00","620,419.00","620,309.00","619,184.00","618,566.00","618,566.00","616,820.00","7,421,184.05"
4127,Tanga,Korogwe TC,KOROGWE GIRLS,S.75,"1,242,646.73","1,233,421.80","1,185,562.63","1,204,933.91","1,204,589.00","1,200,964.00","1,200,538.00","1,200,325.00","1,198,147.00","1,196,952.00","1,196,952.00","1,193,572.00","14,458,604.07"
4128,Tanga,Korogwe TC,KWAMNDOLWA,S.3542,"408,943.74","405,907.90","403,390.89","401,289.83","401,175.00","399,968.00","399,826.00","399,755.00","399,030.00","398,632.00","398,632.00","397,506.00","4,814,056.36"
4129,Tanga,Korogwe TC,NGOMBEZI,S.2848,"514,003.87","510,188.11","482,571.07","480,057.59","479,920.00","478,476.00","478,306.00","478,221.00","477,354.00","476,878.00","476,878.00","475,531.00","5,808,384.64"
4130,Tanga,Korogwe TC,NYERERE MEMORIAL,S.893,"877,760.46","871,244.31","1,052,882.33","1,047,398.38","1,047,099.00","1,043,948.00","1,043,577.00","1,043,392.00","1,041,499.00","1,040,460.00","1,040,460.00","1,037,522.00","12,187,242.49"
4131,Tanga,Korogwe TC,OLD KOROGWE,S.1295,"678,936.99","673,896.82","643,071.42","639,721.98","639,539.00","637,614.00","637,388.00","637,275.00","636,119.00","635,484.00","635,484.00","633,690.00","7,728,220.21"
4132,Tanga,Korogwe TC,SEMKIWA,S.724,"1,231,349.94","1,222,208.87","1,555,783.45","1,547,680.13","1,547,238.00","1,542,581.00","1,542,033.00","1,541,760.00","1,538,963.00","1,537,428.00","1,537,428.00","1,533,087.00","17,877,540.39"
4133,Tanga,Lushoto DC,BALOZI MSHANGAMA,S.2780,"291,457.14","289,293.48","327,420.73","325,715.35","325,622.00","324,642.00","324,527.00","324,469.00","323,881.00","323,558.00","323,558.00","322,644.00","3,826,787.69"
4134,Tanga,Lushoto DC,BERNARD MEMBE,S.4303,"190,915.72","189,498.44","162,640.36","161,793.25","161,747.00","161,260.00","161,203.00","161,174.00","160,882.00","160,722.00","160,722.00","160,268.00","1,992,825.77"
4135,Tanga,Lushoto DC,CHAMBOGHO,S.4456,"288,068.11","285,929.60","222,560.49","221,401.28","221,338.00","220,672.00","220,594.00","220,554.00","220,154.00","219,935.00","219,935.00","219,314.00","2,780,455.48"
4136,Tanga,Lushoto DC,GARE,S.1968,"263,215.17","261,261.16","251,450.56","250,140.87","250,069.00","249,317.00","249,228.00","249,184.00","248,732.00","248,484.00","248,484.00","247,782.00","3,017,347.77"
